Name,Name,List name,Edition,Edition code,Collector's number,Price,Price (total),Foil,QuantityX,Tag,Language,Condition,Rarity,Card Type,CMC,Mana Value,Color,Card Rulings,MultiverseID,Card Text,Power,Toughness,Loyalty,Currency,Scryfall ID,TCGPlayer productID,TCGPlayer Sku,Is Commander?,Artists,Edition code MTGO
"Cyclops Electromancer","Cyclops Electromancer","War of the spark 1/31/23","War of the Spark","WAR","122","$0.24","$0.24","","1x","","","","U","Creature — Cyclops Wizard","5","{4}{R}","Red","""• The number of instant and sorcery cards in your graveyard is counted only as Cyclops Electromancer’s ability resolves.
• A split card that’s both an instant and a sorcery is counted only once for Cyclops Electromancer’s ability.""","461049","""When Cyclops Electromancer enters the battlefield, it deals X damage to target creature an opponent controls, where X is the number of instant and sorcery cards in your graveyard.""","4","2","0","USD","da0966a6-f378-4975-88ae-23b600d578bf","188297","3999033","","Jason Felix","war"
"Davriel, Rogue Shadowmage","Davriel, Rogue Shadowmage","War of the spark 1/31/23","War of the Spark","WAR","83","$0.40","$0.40","","1x","","","","U","Legendary Planeswalker — Davriel","3","{2}{B}","Black","""• If an opponent has two or more cards in their hand as their upkeep begins, Davriel’s first ability won’t trigger. No player may take any actions during a turn before the turn’s upkeep begins. Because the upkeep step is before the draw step, that player won’t have drawn a card for the turn yet.
• If an opponent has one or fewer cards in hand as Davriel’s first ability triggers but has two or more cards in hand as that ability resolves, Davriel doesn’t deal damage to them.
• In a Two-Headed Giant game, Davriel’s first ability triggers for each opponent separately as appropriate during that player’s team’s upkeep.""","461010","""At the beginning of each opponent's upkeep, if that player has one or fewer cards in hand, Davriel, Rogue Shadowmage deals 2 damage to them.
−1: Target player discards a card.""","0","0","3","USD","5b1a44f0-1db8-406a-b7d9-f883f947f7bd","187211","3990202","","Daarken","war"
"Despark","Despark","War of the spark 1/31/23","War of the Spark","WAR","190","$0.40","$0.40","","1x","","","","U","Instant","2","{W}{B}","White/Black","""• If a permanent has {X} in its mana cost, X is considered to be 0.""","461117","""Exile target permanent with mana value 4 or greater.""","0","0","0","USD","32b17dfc-b916-4134-ba77-501cff435e7e","188853","4006562","","Slawomir Maniak","war"
"Devouring Hellion","Devouring Hellion","War of the spark 1/31/23","War of the Spark","WAR","124","$0.20","$0.40","","2x","","","","U","Creature — Hellion","3","{2}{R}","Red","""• You choose how many and which creatures and planeswalkers to sacrifice for Devouring Hellion’s ability while it’s entering the battlefield. No player may take actions between the time you choose which permanents to sacrifice and the time Devouring Hellion is on the battlefield with those counters.
• If any of the sacrificed permanents have abilities that trigger when Devouring Hellion enters the battlefield (such as that of Kronch Wrangler), those abilities won’t trigger.
• If Devouring Hellion somehow enters the battlefield at the same time as another creature or planeswalker, you can’t sacrifice that creature or planeswalker. You may choose only permanents that are already on the battlefield.""","461051","""As Devouring Hellion enters the battlefield, you may sacrifice any number of creatures and/or planeswalkers. If you do, it enters with twice that many +1/+1 counters on it.""","2","2","0","USD","88205574-bf2b-46e7-aac7-4b8ea217f94c","188196","3997958","","Bayard Wu","war"
"Domri's Ambush","Domri's Ambush","War of the spark 1/31/23","War of the Spark","WAR","192","$0.25","$0.25","","1x","","","","U","Sorcery","2","{R}{G}","Red/Green","""• You can’t cast Domri’s Ambush unless you choose both a creature you control and a creature or planeswalker you don’t control as targets.
• If either target is an illegal target as Domri’s Ambush tries to resolve, the creature you control won’t deal damage.
• If the creature you control is an illegal target as Domri’s Ambush tries to resolve, you won’t put a +1/+1 counter on it. If that creature is a legal target but the other target isn’t, you’ll still put the counter on the creature you control.""","461119","""Put a +1/+1 counter on target creature you control. Then that creature deals damage equal to its power to target creature or planeswalker you don't control.""","0","0","0","USD","b0dcae59-e9be-45a8-8ed8-5b47309bb716","188389","4002420","","Victor Adame Minguez","war"
"Dovin's Veto","Dovin's Veto","War of the spark 1/31/23","War of the Spark","WAR","193","$3.93","$3.93","","1x","","","","U","Instant","2","{W}{U}","White/Blue","""• A spell or ability that counters spells can still target Dovin’s Veto. When that spell or ability resolves, Dovin’s Veto won’t be countered, but any additional effects of the countering spell or ability will still happen.""","461120","""This spell can't be countered.
Counter target noncreature spell.""","0","0","0","USD","5d6b5054-2224-4f68-9d82-3ed17c5dacc4","187186","3989952","","Izzy","war"
"Dovin, Hand of Control","Dovin, Hand of Control","War of the spark 1/31/23","War of the Spark","WAR","229","$0.35","$0.70","","2x","","","","U","Legendary Planeswalker — Dovin","3","{2}{W/U}","White/Blue","""• Dovin’s loyalty ability can target any permanent an opponent controls, not just one that can deal or be dealt damage.
• Once Dovin’s loyalty ability resolves, the damage prevention continues to apply even if Dovin leaves the battlefield.
• In a multiplayer game, if you leave the game after Dovin’s last ability resolves but before your next turn begins, its effect lasts until your next turn would have begun. It neither expires immediately nor lasts indefinitely.""","461156","""Artifact, instant, and sorcery spells your opponents cast cost {1} more to cast.
−1: Until your next turn, prevent all damage that would be dealt to and dealt by target permanent an opponent controls.""","0","0","5","USD","bd6ff745-919b-4688-9e9e-ab7835b3b891","188351","4001395","","Kieran Yanner","war"
"Dreadhorde Twins","Dreadhorde Twins","War of the spark 1/31/23","War of the Spark","WAR","126","$0.25","$0.50","","2x","","","","U","Creature — Zombie Jackal Warrior","4","{3}{R}","Red","""• Army is a new creature type. It’s possible to control a nontoken Army (perhaps a creature with the changeling ability) and, through combinations of other cards, it’s possible to control multiple Army tokens. When instructed to amass, you may put +1/+1 counters on any of your Army creatures, and you may choose a different one each time.
• If you don’t control an Army, the Zombie Army token that you create enters the battlefield as a 0/0 creature. Any abilities that trigger when a creature with a certain power enters the battlefield, such as that of Mentor of the Meek, will see the token enter as a 0/0 creature before it gets +1/+1 counters.
• Some cards that cause you to amass also provide bonuses to “Zombie tokens.” These affect any token that happens to be a Zombie, not just a Zombie Army you’ve amassed.""","461053","""When Dreadhorde Twins enters the battlefield, amass Zombies 2. (Put two +1/+1 counters on an Army you control. It's also a Zombie. If you don't control an Army, create a 0/0 black Zombie Army creature token first.)
Zombie tokens you control have trample.""","2","2","0","USD","82017bf6-352f-4e81-8fd5-c1b0daf05b01","188489","4004339","","Johannes Voss","war"
"Dreadmalkin","Dreadmalkin","War of the spark 1/31/23","War of the Spark","WAR","87","$0.24","$0.24","","1x","","","","U","Creature — Zombie Cat","1","{B}","Black","""""","461014","""Menace (This creature can't be blocked except by two or more creatures.)
{2}{B}, Sacrifice another creature or planeswalker: Put two +1/+1 counters on Dreadmalkin.""","1","1","0","USD","7327cfac-a4a4-445e-9d04-51c1ca142140","188900","4006959","","Aaron Miller","war"
"Elite Guardmage","Elite Guardmage","War of the spark 1/31/23","War of the Spark","WAR","195","$0.25","$0.50","","2x","","","","U","Creature — Human Wizard","4","{2}{W}{U}","White/Blue","""""","461122","""Flying
When Elite Guardmage enters the battlefield, you gain 3 life and draw a card.""","2","3","0","USD","d2e40b14-48a2-4b9e-b767-e914cab04b30","188887","4006848","","PINDURSKI","war"
"Eternal Skylord","Eternal Skylord","War of the spark 1/31/23","War of the Spark","WAR","49","$0.25","$0.25","","1x","","","","U","Creature — Zombie Wizard","5","{4}{U}","Blue","""• Army is a new creature type. It's possible to control a nontoken Army (perhaps a creature with the changeling ability) and, through combinations of other cards, it's possible to control multiple Army tokens. When instructed to amass, you may put +1/+1 counters on any of your Army creatures, and you may choose a different one each time.
• If you don't control an Army, the Zombie Army token that you create enters the battlefield as a 0/0 creature. Any abilities that trigger when a creature with a certain power enters the battlefield, such as that of Mentor of the Meek, will see the token enter as a 0/0 creature before it gets +1/+1 counters.
• Some cards that cause you to amass also provide bonuses to “Zombie tokens.” These affect any token that happens to be a Zombie, not just a Zombie Army you've amassed.""","460976","""When Eternal Skylord enters the battlefield, amass Zombies 2. (Put two +1/+1 counters on an Army you control. It's also a Zombie. If you don't control an Army, create a 0/0 black Zombie Army creature token first.)
Zombie tokens you control have flying.""","3","3","0","USD","f5aacfc9-1d45-4250-9abc-698d8941699f","188312","3999164","","Johan Grenier","war"
"Eternal Taskmaster","Eternal Taskmaster","War of the spark 1/31/23","War of the Spark","WAR","90","$0.25","$0.50","","2x","","","","U","Creature — Zombie","2","{1}{B}","Black","""• You can’t pay {2}{B} more than once each time Eternal Taskmaster’s ability resolves.""","461017","""Eternal Taskmaster enters the battlefield tapped.
Whenever Eternal Taskmaster attacks, you may pay {2}{B}. If you do, return target creature card from your graveyard to your hand.""","2","3","0","USD","7789188e-5caa-4500-b3e4-bb95f7657903","187227","3990314","","Tomasz Jedruszek","war"
"Firemind Vessel","Firemind Vessel","War of the spark 1/31/23","War of the Spark","WAR","237","$0.40","$0.80","","2x","","","","U","Artifact","4","{4}","","""""","461164","""Firemind Vessel enters the battlefield tapped.
{T}: Add two mana of different colors.""","0","0","0","USD","ec0ebb6b-d35a-47db-8071-7fef2a46c17b","188513","4004500","","Ravenna Tran","war"
"Gideon's Triumph","Gideon's Triumph","War of the spark 1/31/23","War of the Spark","WAR","15","$0.20","$0.40","","2x","","","","U","Instant","2","{1}{W}","White","""• Gideon’s Triumph can be cast before combat damage has been dealt. In this case, it can be cast before or after blockers have been chosen.
• Gideon’s Triumph can be cast after combat damage has been dealt. In this case, the target player chooses one or two creatures that attacked or blocked this turn and have survived combat damage.
• A creature that was put onto the battlefield attacking didn’t attack, so it can’t be sacrificed.
• A creature that attacked and was removed from combat (such as by Spires of Orazca) still attacked, so it can be sacrificed.
• Gideon’s Triumph targets the player, not the creature or creatures to be sacrificed. A creature with hexproof may be sacrificed this way.
• Whether you control an appropriate planeswalker is checked only as the spell resolves.
• Controlling more than one planeswalker of the appropriate type won’t have any more of a benefit than just controlling one.""","460942","""Target opponent sacrifices a creature that attacked or blocked this turn. If you control a Gideon planeswalker, that player sacrifices two of those creatures instead.""","0","0","0","USD","d6610c6a-717f-406e-a49d-b6e548880946","187205","3990127","","Kieran Yanner","war"
"Gleaming Overseer","Gleaming Overseer","War of the spark 1/31/23","War of the Spark","WAR","198","$0.35","$0.70","","2x","","","","U","Creature — Zombie Wizard","3","{1}{U}{B}","Blue/Black","""• Army is a new creature type. It's possible to control a nontoken Army (perhaps a creature with the changeling ability) and, through combinations of other cards, it's possible to control multiple Army tokens. When instructed to amass, you may put +1/+1 counters on any of your Army creatures, and you may choose a different one each time.
• If you don't control an Army, the Zombie Army token that you create enters the battlefield as a 0/0 creature. Any abilities that trigger when a creature with a certain power enters the battlefield, such as that of Mentor of the Meek, will see the token enter as a 0/0 creature before it gets +1/+1 counters.
• Some cards that cause you to amass also provide bonuses to “Zombie tokens.” These affect any token that happens to be a Zombie, not just a Zombie Army you've amassed.""","461125","""When Gleaming Overseer enters the battlefield, amass Zombies 1. (Put a +1/+1 counter on an Army you control. It's also a Zombie. If you don't control an Army, create a 0/0 black Zombie Army creature token first.)
Zombie tokens you control have hexproof and menace.""","1","4","0","USD","0b4604b4-df53-485c-a604-4d823b33d8ba","187231","3990379","","Volkan Baǵa","war"
"God-Pharaoh's Statue","God-Pharaoh's Statue","War of the spark 1/31/23","War of the Spark","WAR","238","$0.50","$1.00","","2x","","","","U","Legendary Artifact","6","{6}","","""• To determine the total cost of a spell, start with the mana cost or alternative cost you’re paying, add any cost increases (such as that of God-Pharaoh’s Statue’s first ability), then apply any cost reductions. The converted mana cost of the spell remains unchanged, no matter what the total cost to cast it was.
• In a Two-Headed Giant game, the last ability of God-Pharaoh’s Statue causes the opposing team to lose 2 life.""","461165","""Spells your opponents cast cost {2} more to cast.
At the beginning of your end step, each opponent loses 1 life.""","0","0","0","USD","7dce06ba-c1e1-45ec-82a7-fc10b0fa8870","187246","3990477","","Igor Kieryluk","war"
"Heartwarming Redemption","Heartwarming Redemption","War of the spark 1/31/23","War of the Spark","WAR","199","$0.25","$0.25","","1x","","","","U","Instant","4","{2}{R}{W}","White/Red","""• If you have no cards in hand as Heartwarming Redemption resolves, you discard nothing then draw one card.
• The amount of life you gain is determined after you draw during Heartwarming Redemption’s resolution. No player may take actions between the time cards are drawn and the time you gain life.""","461126","""Discard all the cards in your hand, then draw that many cards plus one. You gain life equal to the number of cards in your hand.""","0","0","0","USD","af569235-f5cb-4e3e-ba77-c1c429ed0a60","188877","4006792","","Howard Lyon","war"
"Huatli's Raptor","Huatli's Raptor","War of the spark 1/31/23","War of the Spark","WAR","200","$0.25","$0.50","","2x","","","","U","Creature — Dinosaur","2","{G}{W}","White/Green","""• If a permanent has +1/+1 counters and -1/-1 counters on it, they’re removed in pairs as a state-based action so that the permanent has only one of those kinds of counters on it.
• To proliferate, you can choose any permanent that has a counter, including ones controlled by opponents. You can’t choose cards in any zone other than the battlefield, even if they have counters on them.
• You don’t have to choose every permanent or player that has a counter, only the ones you want to add another counter to. Since “any number” includes zero, you don’t have to choose any permanents at all, and you don’t have to choose any players at all.
• Players can respond to a spell or ability whose effect includes proliferating. Once that spell or ability starts to resolve, however, and its controller chooses which permanents and players will get new counters, it’s too late for anyone to respond.""","461127","""Vigilance
When Huatli's Raptor enters the battlefield, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)""","2","3","0","USD","ba680ad0-6134-46e0-8fcb-532b2052eca7","188654","4005525","","Randy Vargas","war"
"Huatli, the Sun's Heart","Huatli, the Sun's Heart","War of the spark 1/31/23","War of the Spark","WAR","230","$0.36","$0.36","","1x","","","","U","Legendary Planeswalker — Huatli","3","{2}{G/W}","White/Green","""• Huatli’s first ability doesn’t actually change any creature’s power. It changes only the amount of combat damage it assigns. All other rules and effects that check power or toughness use the real values. For example, Domri’s Ambush won’t cause a creature to deal damage equal to its toughness.
• The greatest toughness among creatures you control is determined only as Huatli’s loyalty ability begins to resolve.""","461157","""Each creature you control assigns combat damage equal to its toughness rather than its power.
−3: You gain life equal to the greatest toughness among creatures you control.""","0","0","7","USD","d709742c-82a2-457e-9991-85e98d78029d","188655","4005535","","Lius Lasahido","war"
"Jaya, Venerated Firemage","Jaya, Venerated Firemage","War of the spark 1/31/23","War of the Spark","WAR","135","$0.37","$0.37","","1x","","","","U","Legendary Planeswalker — Jaya","5","{4}{R}","Red","""• Jaya’s first ability doesn’t cause Jaya to deal damage; it affects the amount of damage dealt by the original red source.
• If another effect modifies how much damage your red source would deal, including preventing some of it, the player being dealt damage or the controller of the permanent being dealt damage chooses an order in which to apply those effects. If all of the damage is prevented, Jaya’s effect no longer applies.
• If damage dealt by a source you control is being divided or assigned among multiple permanents an opponent controls or among an opponent and one or more permanents they control simultaneously, divide the original amount before adding 1. For example, if you attack with a 5/5 red creature with trample and your opponent blocks with a 2/2 creature, you can assign 2 damage to the blocker and 3 damage to the defending player. These amounts are then modified to 3 and 4, respectively.""","461062","""If another red source you control would deal damage to a permanent or player, it deals that much damage plus 1 to that permanent or player instead.
−2: Jaya, Venerated Firemage deals 2 damage to any target.""","0","0","5","USD","129dc8a8-9fbc-4300-b559-243395dc6ed5","188356","4001435","","Yongjae Choi","war"
"Jiang Yanggu, Wildcrafter","Jiang Yanggu, Wildcrafter","War of the spark 1/31/23","War of the Spark","WAR","164","$0.45","$0.45","","1x","","","","U","Legendary Planeswalker — Yanggu","3","{2}{G}","Green","""""","461091","""Each creature you control with a +1/+1 counter on it has ""{T}: Add one mana of any color.""
−1: Put a +1/+1 counter on target creature.""","0","0","3","USD","10e0d47d-b13c-4d48-881f-8aaa347ef209","187224","3990284","","Anna Steinbauer","war"
"Kasmina, Enigmatic Mentor","Kasmina, Enigmatic Mentor","War of the spark 1/31/23","War of the Spark","WAR","56","$0.35","$0.35","","1x","","","","U","Legendary Planeswalker — Kasmina","4","{3}{U}","Blue","""• To determine the total cost of an opponent’s spell that targets a creature or planeswalker you control, start with the mana cost or alternative cost that player is paying, add any cost increases (such as that of Kasmina’s effect), then apply any cost reductions. The converted mana cost of the spell remains unchanged, no matter what the total cost to cast it was.
• Spells that target more than one creature and/or planeswalker you control cost only {2} more to cast.
• You can’t do anything in between drawing a card and discarding a card, including casting the card you drew.""","460983","""Spells your opponents cast that target a creature or planeswalker you control cost {2} more to cast.
−2: Create a 2/2 blue Wizard creature token. Draw a card, then discard a card.""","0","0","5","USD","c77d9454-a78c-4063-ad66-46b2f5a030aa","188343","4000045","","Magali Villeneuve","war"
"Kaya, Bane of the Dead","Kaya, Bane of the Dead","War of the spark 1/31/23","War of the Spark","WAR","231","$0.27","$0.27","","1x","","","","U","Legendary Planeswalker — Kaya","6","{3}{W/B}{W/B}{W/B}","White/Black","""• If a spell or ability you control targets an opponent with hexproof or an opponent’s permanent with hexproof, and Kaya leaves the battlefield while that spell or ability is on the stack, that player or permanent becomes an illegal target for that spell or ability. This includes Kaya’s own loyalty ability.""","461158","""Your opponents and permanents your opponents control with hexproof can be the targets of spells and abilities you control as though they didn't have hexproof.
−3: Exile target creature.""","0","0","7","USD","a9b575d3-f3f9-4ff4-8e5c-da7c2ec69882","187180","3989902","","Magali Villeneuve","war"
"Kiora, Behemoth Beckoner","Kiora, Behemoth Beckoner","War of the spark 1/31/23","War of the Spark","WAR","232","$1.15","$2.30","","2x","","","","U","Legendary Planeswalker — Kiora","3","{2}{G/U}","Blue/Green","""• The entering creature must have power 4 or greater as it enters the battlefield, or Kiora’s first ability won’t trigger. Static abilities that raise or lower a creature’s power are taken into account, as well as any +1/+1 counters the creature enters with. However, you can’t have a creature with power 3 or less enter the battlefield, raise its power with a spell, an activated ability, or a triggered ability, and have Kiora’s ability trigger.
• If the entering creature’s power changes to 3 or less after it has entered the battlefield, you’ll still draw a card.""","461159","""Whenever a creature with power 4 or greater enters the battlefield under your control, draw a card.
−1: Untap target permanent.""","0","0","7","USD","7a61b1a6-a75f-47b0-b215-de9708b6d773","187196","3990037","","Jaime Jones","war"
"Lazotep Plating","Lazotep Plating","War of the spark 1/31/23","War of the Spark","WAR","59","$0.75","$1.50","","2x","","","","U","Instant","2","{1}{U}","Blue","""• If you create a Zombie Army token when Lazotep Plating instructs you to amass 1, that token will gain hexproof until end of turn.
• You amass 1 and grant hexproof all while Lazotep Plating is resolving. Nothing can happen between the two, and no player may choose to take actions.
• Army is a new creature type. It’s possible to control a nontoken Army (perhaps a creature with the changeling ability) and, through combinations of other cards, it’s possible to control multiple Army tokens. When instructed to amass, you may put +1/+1 counters on any of your Army creatures, and you may choose a different one each time.
• If you don’t control an Army, the Zombie Army token that you create enters the battlefield as a 0/0 creature. Any abilities that trigger when a creature with a certain power enters the battlefield, such as that of Mentor of the Meek, will see the token enter as a 0/0 creature before it gets +1/+1 counters.""","460986","""Amass Zombies 1. (Put a +1/+1 counter on an Army you control. It's also a Zombie. If you don't control an Army, create a 0/0 black Zombie Army creature token first.)
You and permanents you control gain hexproof until end of turn. (You and they can't be the targets of spells or abilities your opponents control.)""","0","0","0","USD","f03b5405-6016-405b-a504-a454731b9276","187248","3990488","","Yeong-Hao Han","war"
"Liliana's Triumph","Liliana's Triumph","War of the spark 1/31/23","War of the Spark","WAR","98","$0.35","$0.35","","1x","","","","U","Instant","2","{1}{B}","Black","""• You can cast Liliana’s Triumph even if some or all of your opponents will be unable to sacrifice a creature. If you control a Liliana planeswalker, they’ll still discard a card, even if they couldn’t sacrifice a creature.
• As Liliana’s Triumph resolves, the opponent whose turn it is (or, if it’s your turn, the next opponent in turn order) chooses a creature to sacrifice, then each other opponent in turn order does the same, knowing the choices made before them. Then all the chosen creatures are sacrificed at the same time. Then, if you control a Liliana planeswalker, in the same order, each opponent chooses a card in their hand without revealing it, and those cards are discarded at the same time.
• Whether you control an appropriate planeswalker is checked only as the spell resolves.
• Controlling more than one planeswalker of the appropriate type won’t have any more of a benefit than just controlling one.""","461025","""Each opponent sacrifices a creature. If you control a Liliana planeswalker, each opponent also discards a card.""","0","0","0","USD","84803db8-fdb0-462b-92f6-33d591593d2d","187188","3989972","","Kieran Yanner","war"
