Name,Name,List name,Edition,Edition code,Collector's number,Price,Price (total),Foil,QuantityX,Tag,Language,Condition,Rarity,Card Type,CMC,Mana Value,Color,Card Rulings,MultiverseID,Card Text,Power,Toughness,Loyalty,Currency,Scryfall ID,TCGPlayer productID,TCGPlayer Sku,Is Commander?,Artists,Edition code MTGO
"Cut of the Profits","Cut of the Profits","Street of new capenna","Streets of New Capenna","SNC","72","$0.30","$0.30","","1x","","","","R","Sorcery","2","{X}{B}{B}","Black","""• X will be the same for both the original spell and the copy you create with the casualty ability.
• Casualty N means “As an additional cost to cast this spell, you may sacrifice a creature with power N or greater.” and “When you cast this spell, if a casualty cost was paid for it, copy it. If the spell has any targets, you may choose new targets for the copy.”
• You may sacrifice only one creature to pay a spell's casualty cost, and you copy the spell only once.
• If you pay the casualty cost of a spell, the copy will resolve before the original spell.
• The copy of the spell is created on the stack, so it's not “cast.” Abilities that trigger when a player casts a spell won't trigger.""","555273","""Casualty 3 (As you cast this spell, you may sacrifice a creature with power 3 or greater. When you do, copy this spell.)
You draw X cards and you lose X life.""","0","0","0","USD","80e86078-1629-40dc-88a9-102c543255b8","268365","5489166","","Donato Giancola","snc"
"Cut Your Losses","Cut Your Losses","Street of new capenna","Streets of New Capenna","SNC","38","$0.49","$0.49","","1x","","","","R","Sorcery","6","{4}{U}{U}","Blue","""• If you cast Cut Your Losses and copy it targeting the same player, that player will mill half their library, then mill half of what remains after that. They do not mill their entire library.
• Casualty N means “As an additional cost to cast this spell, you may sacrifice a creature with power N or greater.” and “When you cast this spell, if a casualty cost was paid for it, copy it. If the spell has any targets, you may choose new targets for the copy.”
• You may sacrifice only one creature to pay a spell's casualty cost, and you copy the spell only once.
• If you pay the casualty cost of a spell, the copy will resolve before the original spell.
• The copy of the spell is created on the stack, so it's not “cast.” Abilities that trigger when a player casts a spell won't trigger.""","555239","""Casualty 2 (As you cast this spell, you may sacrifice a creature with power 2 or greater. When you do, copy this spell and you may choose a new target for the copy.)
Target player mills half their library, rounded down.""","0","0","0","USD","31184dd0-4080-44c1-a3e0-f6d10a4d1fcb","268500","5495907","","Dominik Mayer","snc"
"Errant, Street Artist","Errant, Street Artist","Street of new capenna","Streets of New Capenna","SNC","41","$0.35","$0.35","","1x","","","","R","Legendary Creature — Human Rogue","1","{U}","Blue","""""","555242","""Flash
Defender, haste
{1}{U}, {T}: Copy target spell you control that wasn't cast. You may choose new targets for the copy.""","0","3","0","USD","61d23407-9fe0-4cbf-b4b5-bc1e132c36e4","268678","5503173","","Justine Cruz","snc"
"Evolving Door","Evolving Door","Street of new capenna","Streets of New Capenna","SNC","144","$0.25","$0.25","","1x","","","","R","Artifact","3","{2}{G}","Green","""• Evolving Door's ability instructs you to count the number of colors, but it doesn't track what those colors were. For example, if you sacrifice a creature that is green and no other colors, you'll search for any creature card that is exactly two colors, even if the card you search for isn't green.
• If you sacrifice a colorless creature, you must search your library for a creature card with exactly one color. If you sacrifice a creature that is all five colors, you won't be able to find any creatures because there are no creature cards in Magic with six colors.
• You must pay all costs for a spell you cast this way.
• If you choose to cast the spell, you must cast it as Evolving Door's ability resolves. You cannot wait and cast it later.
• You count the colors of the sacrificed creature as it last existed on the battlefield. Notably, if it was a double-faced card or a copy of another creature, that may be different from what its colors are in the graveyard.""","555345","""{1}, {T}, Sacrifice a creature: Count the colors of the sacrificed creature, then search your library for a creature card that's exactly that many colors plus one. Exile that card, then shuffle. You may cast the exiled card. Activate only as a sorcery.""","0","0","0","USD","01bc3b04-46b7-43df-9b29-1502b9f18bbf","268508","5496717","","Drew Baker","snc"
"Getaway Car","Getaway Car","Street of new capenna","Streets of New Capenna","SNC","237","$0.25","$0.25","","1x","","","","R","Artifact — Vehicle","3","{3}","","""""","555438","""Haste
Whenever Getaway Car attacks or blocks, return up to one target creature that crewed it this turn to its owner's hand.
Crew 1""","4","3","0","USD","8a6d2fa3-3f5a-4b6f-8b7e-6a8bf65c07ad","268360","5488616","","Donato Giancola","snc"
"Giada, Font of Hope","Giada, Font of Hope","Street of new capenna","Streets of New Capenna","SNC","14","$2.65","$2.65","","1x","","","","R","Legendary Creature — Angel","2","{1}{W}","White","""• “Each Angel you already control” means each Angel you control other than the Angel entering the battlefield, including Giada. It doesn't matter if some or all of the Angels on the battlefield entered the battlefield after Giada did.""","555215","""Flying, vigilance
Each other Angel you control enters the battlefield with an additional +1/+1 counter on it for each Angel you already control.
{T}: Add {W}. Spend this mana only to cast an Angel spell.""","2","2","0","USD","bae077bd-fc8d-44d7-8c75-8dc8699c168e","269062","5521718","","Eric Deschamps","snc"
"Hostile Takeover","Hostile Takeover","Street of new capenna","Streets of New Capenna","SNC","191","$0.25","$0.25","","1x","","","","R","Sorcery","5","{2}{U}{B}{R}","Blue/Black/Red","""""","555392","""Up to one target creature has base power and toughness 1/1 until end of turn. Up to one other target creature has base power and toughness 4/4 until end of turn. Then Hostile Takeover deals 3 damage to each creature.""","0","0","0","USD","bd7df727-50ea-4ea8-bdb9-d7ef16199d8a","268657","5501776","","Vincent Proce","snc"
"Jaxis, the Troublemaker","Jaxis, the Troublemaker","Street of new capenna","Streets of New Capenna","SNC","112","$0.50","$0.50","","1x","","","","R","Legendary Creature — Human Warrior","4","{3}{R}","Red","""• The token copies exactly what was printed on the original creature and nothing else (unless it's copying a creature that's a token or that's copying something else; see below). It doesn't copy whether the creature is tapped or untapped, whether it has any counters on it or Auras and/or Equipment attached to it, or any non-copy effects that changed its power, toughness, types, color, and so on. Most notably, if the target creature isn't normally a creature, the copy won't be a creature.
• If the copied creature has {X} in its mana cost, X is 0.
• If a copied creature is copying something else, the token you create will use the copiable values of the target creature. In most cases, it will just be a copy of whatever that creature is copying.
• If a copied creature is a token that isn't a copy of something else, the copy copies the original characteristics of that token as stated by the effect that created it.
• Any enters-the-battlefield abilities of the copied creature will trigger when the token enters the battlefield. Any “as [this permanent] enters the battlefield” or “[this permanent] enters the battlefield with” abilities of the copied creature card will also work.
• If another creature becomes a copy of, or enters the battlefield as a copy of, the token, that creature will copy the creature card the token is copying. However, it won't have either haste or “When this creature dies, draw a card,” and you won't sacrifice the new copy at the beginning of the next end step.
• If Jaxis, the Troublemaker's ability creates multiple tokens due to a replacement effect (such as the one Doubling Season creates), you'll sacrifice each of them at the beginning of the next end step.
• If you choose to pay the blitz cost rather than the mana cost, you're still casting the spell. It goes on the stack and can be responded to and countered. You can cast a creature spell for its blitz cost only if you could cast that creature spell. Most of the time, this means during your main phase when the stack is empty.
• If you pay the blitz cost to cast a creature spell, that permanent will be sacrificed only if it's still on the battlefield when that triggered ability resolves. If it dies or goes to another zone before then, it will stay where it is.
• You don't have to attack with the creature with blitz unless another ability says you do.
• If a creature enters the battlefield as a copy of or becomes a copy of a creature whose blitz cost was paid, the copy won't have haste, won't be sacrificed, and its controller won't draw a card when it dies.
• The triggered ability that lets its controller draw a card triggers when it dies for any reason, not just when you sacrifice it during the end step.""","555313","""{R}, {T}, Discard a card: Create a token that's a copy of another target creature you control. It gains haste and ""When this creature dies, draw a card."" Sacrifice it at the beginning of the next end step. Activate only as a sorcery.
Blitz {1}{R} (If you cast this spell for its blitz cost, it gains haste and ""When this creature dies, draw a card."" Sacrifice it at the beginning of the next end step.)""","2","3","0","USD","78127c0c-672f-4e4b-9c23-6a5f237228fd","268339","5487723","","Zoltan Boros","snc"
"Jaxis, the Troublemaker","Jaxis, the Troublemaker","Street of new capenna","Streets of New Capenna","SNC","112","$0.70","$0.70","Foil","1x","","","","R","Legendary Creature — Human Warrior","4","{3}{R}","Red","""• The token copies exactly what was printed on the original creature and nothing else (unless it's copying a creature that's a token or that's copying something else; see below). It doesn't copy whether the creature is tapped or untapped, whether it has any counters on it or Auras and/or Equipment attached to it, or any non-copy effects that changed its power, toughness, types, color, and so on. Most notably, if the target creature isn't normally a creature, the copy won't be a creature.
• If the copied creature has {X} in its mana cost, X is 0.
• If a copied creature is copying something else, the token you create will use the copiable values of the target creature. In most cases, it will just be a copy of whatever that creature is copying.
• If a copied creature is a token that isn't a copy of something else, the copy copies the original characteristics of that token as stated by the effect that created it.
• Any enters-the-battlefield abilities of the copied creature will trigger when the token enters the battlefield. Any “as [this permanent] enters the battlefield” or “[this permanent] enters the battlefield with” abilities of the copied creature card will also work.
• If another creature becomes a copy of, or enters the battlefield as a copy of, the token, that creature will copy the creature card the token is copying. However, it won't have either haste or “When this creature dies, draw a card,” and you won't sacrifice the new copy at the beginning of the next end step.
• If Jaxis, the Troublemaker's ability creates multiple tokens due to a replacement effect (such as the one Doubling Season creates), you'll sacrifice each of them at the beginning of the next end step.
• If you choose to pay the blitz cost rather than the mana cost, you're still casting the spell. It goes on the stack and can be responded to and countered. You can cast a creature spell for its blitz cost only if you could cast that creature spell. Most of the time, this means during your main phase when the stack is empty.
• If you pay the blitz cost to cast a creature spell, that permanent will be sacrificed only if it's still on the battlefield when that triggered ability resolves. If it dies or goes to another zone before then, it will stay where it is.
• You don't have to attack with the creature with blitz unless another ability says you do.
• If a creature enters the battlefield as a copy of or becomes a copy of a creature whose blitz cost was paid, the copy won't have haste, won't be sacrificed, and its controller won't draw a card when it dies.
• The triggered ability that lets its controller draw a card triggers when it dies for any reason, not just when you sacrifice it during the end step.""","555313","""{R}, {T}, Discard a card: Create a token that's a copy of another target creature you control. It gains haste and ""When this creature dies, draw a card."" Sacrifice it at the beginning of the next end step. Activate only as a sorcery.
Blitz {1}{R} (If you cast this spell for its blitz cost, it gains haste and ""When this creature dies, draw a card."" Sacrifice it at the beginning of the next end step.)""","2","3","0","USD","78127c0c-672f-4e4b-9c23-6a5f237228fd","268339","5487728","","Zoltan Boros","snc"
"Maestros Ascendancy","Maestros Ascendancy","Street of new capenna","Streets of New Capenna","SNC","198","$0.27","$0.27","","1x","","","","R","Enchantment","3","{U}{B}{R}","Blue/Black/Red","""• If you cast an Adventure spell from your graveyard this way, it's exiled as it resolves with the replacement effect created by the Adventure rules and you may cast the creature card from exile later.""","555399","""Once during each of your turns, you may cast an instant or sorcery spell from your graveyard by sacrificing a creature in addition to paying its other costs. If a spell cast this way would be put into your graveyard, exile it instead.""","0","0","0","USD","469a0f03-7874-453d-b9e4-275c13244f4a","268655","5501656","","Jodie Muir","snc"
"Maestros Diabolist","Maestros Diabolist","Street of new capenna","Streets of New Capenna","SNC","200","$0.25","$0.25","","1x","","","","R","Creature — Vampire Warrior","3","{U}{B}{R}","Blue/Black/Red","""• Maestros Diabolist's triggered ability has an “intervening ‘if'” clause. This means that it checks to see if you control a Devil token both when the ability triggers and when it resolves. Notably, this means that attacking with two Maestros Diabolists will normally cause you to create only one Devil token.""","555401","""Deathtouch, haste
Whenever Maestros Diabolist attacks, if you don't control a Devil token, create a tapped and attacking 1/1 red Devil creature token with ""When this creature dies, it deals 1 damage to any target.""""","1","4","0","USD","7206db10-e248-420d-bf92-4d57bc72da56","268457","5494725","","Bastien L. Deharme","snc"
"Obscura Ascendancy","Obscura Ascendancy","Street of new capenna","Streets of New Capenna","SNC","207","$0.25","$0.25","","1x","","","","R","Enchantment","3","{W}{U}{B}","White/Blue/Black","""• If there are no soul counters on Obscura Ascendancy, its ability triggers if you cast a spell with mana value 1. If there is one counter, its ability triggers if you cast a spell with mana value 2, and so on.
• Obscura Ascendancy's triggered ability has an “intervening ‘if'” clause. This means that it checks the number of counters both when the ability triggers and when it resolves. Notably, this means that casting two instants in a row with mana value 1 will never cause a player to create two tokens or put two counters on Obscura Ascendancy.""","555408","""Whenever you cast a spell, if its mana value is equal to 1 plus the number of soul counters on Obscura Ascendancy, put a soul counter on Obscura Ascendancy, then create a 2/2 white Spirit creature token with flying.
As long as there are five or more soul counters on Obscura Ascendancy, Spirits you control get +3/+3.""","0","0","0","USD","98a11e5e-d2a9-4490-90f3-a643fc7ed7c3","268802","5510192","","Igor Krstic","snc"
"Obscura Interceptor","Obscura Interceptor","Street of new capenna","Streets of New Capenna","SNC","209","$0.26","$0.26","","1x","","","","R","Creature — Cephalid Wizard","4","{1}{W}{U}{B}","White/Blue/Black","""• If a resolving spell or ability instructs a specific creature to connive but that creature has left the battlefield, the creature still connives. Abilities that trigger “when [that creature] connives,” such as that of Obscura Interceptor, will trigger.
• Once an ability that causes a creature to connive begins to resolve, no player may take any other actions until it's done. Notably, opponents can't try to remove the conniving creature after you discard a nonland card but before it receives a counter.
• If no card is discarded, most likely because that player's hand is empty and an effect says they can't draw cards, the conniving creature does not receive a +1/+1 counter.
• If a resolving spell or ability instructs a specific creature to connive but that creature has left the battlefield, the creature still connives. If you discard a nonland card this way, you won't put a +1/+1 counter on anything. Abilities that trigger “when [that creature] connives” will trigger.""","555410","""Flash
Lifelink
When Obscura Interceptor enters the battlefield, it connives. When it connives this way, return up to one target spell to its owner's hand. (To have a creature connive, draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on that creature.)""","3","1","0","USD","08886346-2405-47ee-997f-c0fb7776c783","268520","5497461","","Jason A. Engle","snc"
"Park Heights Pegasus","Park Heights Pegasus","Street of new capenna","Streets of New Capenna","SNC","211","$0.27","$0.27","","1x","","","","R","Creature — Pegasus","2","{G}{W}","White/Green","""""","555412","""Flying, trample
Whenever Park Heights Pegasus deals combat damage to a player, draw a card if you had two or more creatures enter the battlefield under your control this turn.""","2","1","0","USD","bba250e8-1ceb-40f5-95f1-fb00a2a723eb","268803","5510302","","Randy Gallegos","snc"
"Reservoir Kraken","Reservoir Kraken","Street of new capenna","Streets of New Capenna","SNC","56","$0.33","$0.33","","1x","","","","R","Creature — Kraken","4","{2}{U}{U}","Blue","""• Players won't know which player or planeswalker Reservoir Kraken will attack, if any, when deciding whether to tap an untapped creature for its triggered ability.
• Each opponent in turn order may choose to tap an untapped creature as Reservoir Kraken's triggered ability resolves, even if a player earlier in the turn order already chose to tap a creature. Reservoir Kraken's controller will create a maximum of one Fish creature token each combat, no matter how many creatures were tapped.""","555257","""Trample, ward {2}
At the beginning of each combat, if Reservoir Kraken is untapped, any opponent may tap an untapped creature they control. If they do, tap Reservoir Kraken and create a 1/1 blue Fish creature token with ""This creature can't be blocked.""""","6","6","0","USD","53cf9152-da16-4289-9a2d-331e7b9cb839","268773","5507632","","Nicholas Gregory","snc"
"Riveteers Ascendancy","Riveteers Ascendancy","Street of new capenna","Streets of New Capenna","SNC","216","$0.37","$0.37","","1x","","","","R","Enchantment","3","{B}{R}{G}","Black/Red/Green","""• “Do this only once each turn” refers only to the ability it is attached to, not other instances of the same ability. In other words, if you control multiple copies of Riveteers Ascendancy, you will be able to do this once for each of them.
• Once you have chosen to return a creature to the battlefield, further instances of sacrificing creatures the same turn will not cause the ability to trigger.
• If multiple instances of the ability are on the stack, you will be able to return a creature to the battlefield for only one of those instances. Once you do that, other instances will do nothing as they resolve.
• “Do this only once each turn” refers to returning a creature card from your graveyard to the battlefield using the triggered ability. As long as you haven't yet chosen to do that this turn, all instances of sacrificing a creature will cause Riveteers Ascendancy's ability to trigger.""","555417","""Whenever you sacrifice a creature, you may return target creature card with lesser mana value from your graveyard to the battlefield tapped. Do this only once each turn.""","0","0","0","USD","21235916-2379-470c-b9ee-84246043d703","268835","5512847","","Svetlin Velinov","snc"
"Spara's Headquarters","Spara's Headquarters","Street of new capenna","Streets of New Capenna","SNC","257","$8.40","$8.40","","1x","","","","R","Land — Forest Plains Island","0","","Land","""""","555458","""({T}: Add {G}, {W}, or {U}.)
Spara's Headquarters enters the battlefield tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)""","0","0","0","USD","7363f1fb-9af3-4212-921f-d59533faf0e5","265348","5465363","","Kieran Yanner","snc"
"Structural Assault","Structural Assault","Street of new capenna","Streets of New Capenna","SNC","126","$0.28","$0.28","","1x","","","","R","Sorcery","5","{3}{R}{R}","Red","""• Structural Assault counts the number of artifacts that were put into graveyards from the battlefield this turn for any reason, not just because they were destroyed by Structural Assault.
• If a player controls an artifact creature with a shield counter on it as Structural Assault destroys all artifacts, a shield counter will be removed before Structural Assault deals damage to each creature. Unless that artifact creature has another shield counter on it, the damage won't be prevented.""","555327","""Destroy all artifacts, then Structural Assault deals damage to each creature equal to the number of artifacts that were put into graveyards from the battlefield this turn.""","0","0","0","USD","cbdb50e3-fe15-4431-b9bd-c4de65820734","268918","5516377","","Liiga Smilshkalne","snc"
"Undercover Operative","Undercover Operative","Street of new capenna","Streets of New Capenna","SNC","63","$0.40","$0.40","","1x","","","","R","Creature — Shapeshifter Rogue","4","{2}{U}{U}","Blue","""• If a permanent that would be dealt damage has more than one shield counter on it, that damage is prevented and only one shield counter is removed.
• If a permanent with a shield counter is dealt unpreventable damage, that damage will be dealt and a shield counter will still be removed.
• A creature with a shield counter on it may still be destroyed by state-based actions if it has damage marked on it equal to its toughness or has been dealt unpreventable damage by a source with deathtouch.
• “Shield” is not an ability that creatures have and shield counters are not keyword counters. If a creature with a shield counter loses its abilities, the shield counter will still protect it as normal.
• Shield counters don't prevent players from sacrificing creatures.
• Removing a shield counter in this way isn't the same as regenerating a creature.""","555264","""You may have Undercover Operative enter the battlefield as a copy of any creature on the battlefield, except it enters with a shield counter on it if you control that creature. (If it would be dealt damage or destroyed, remove a shield counter from it instead.)""","0","0","0","USD","4ecec953-ab86-409b-b618-04bb07ff3eac","269072","5522853","","Tyler Walpole","snc"
"Undercover Operative","Undercover Operative","Street of new capenna","Streets of New Capenna","SNC","63","$0.50","$0.50","Foil","1x","","","","R","Creature — Shapeshifter Rogue","4","{2}{U}{U}","Blue","""• If a permanent that would be dealt damage has more than one shield counter on it, that damage is prevented and only one shield counter is removed.
• If a permanent with a shield counter is dealt unpreventable damage, that damage will be dealt and a shield counter will still be removed.
• A creature with a shield counter on it may still be destroyed by state-based actions if it has damage marked on it equal to its toughness or has been dealt unpreventable damage by a source with deathtouch.
• “Shield” is not an ability that creatures have and shield counters are not keyword counters. If a creature with a shield counter loses its abilities, the shield counter will still protect it as normal.
• Shield counters don't prevent players from sacrificing creatures.
• Removing a shield counter in this way isn't the same as regenerating a creature.""","555264","""You may have Undercover Operative enter the battlefield as a copy of any creature on the battlefield, except it enters with a shield counter on it if you control that creature. (If it would be dealt damage or destroyed, remove a shield counter from it instead.)""","0","0","0","USD","4ecec953-ab86-409b-b618-04bb07ff3eac","269072","5522858","","Tyler Walpole","snc"
