Name,Name,List name,Edition,Edition code,Collector's number,Price,Price (total),Foil,QuantityX,Tag,Language,Condition,Rarity,Card Type,CMC,Mana Value,Color,Card Rulings,MultiverseID,Card Text,Power,Toughness,Loyalty,Currency,Scryfall ID,TCGPlayer productID,TCGPlayer Sku,Is Commander?,Artists,Edition code MTGO
"Dominating Vampire","Dominating Vampire","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","154","$0.30","$0.30","","1x","","","","R","Creature — Vampire","3","{1}{R}{R}","Red","""• You will keep control of the creature until end of turn even if the number of Vampires you control changes after the ability has resolved.""","541009","""When Dominating Vampire enters the battlefield, gain control of target creature with mana value less than or equal to the number of Vampires you control until end of turn. Untap that creature. It gains haste until end of turn.""","3","3","0","USD","4b11d234-c6e4-45b2-a3c2-dcacc77cc084","252948","5254664","","PINDURSKI","vow"
"Dreadfeast Demon","Dreadfeast Demon","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","108","$0.35","$0.35","","1x","","","","R","Creature — Demon","7","{5}{B}{B}","Black","""""","540956","""Flying
At the beginning of your end step, sacrifice a non-Demon creature. If you do, create a token that's a copy of Dreadfeast Demon.""","6","6","0","USD","269199ea-2106-4299-ade0-10cce1320434","253045","5259615","","Andrew Mar","vow"
"Dreamroot Cascade","Dreamroot Cascade","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","262","$5.49","$5.49","","1x","","","","R","Land","0","","Land","""""","541138","""Dreamroot Cascade enters the battlefield tapped unless you control two or more other lands.
{T}: Add {G} or {U}.""","0","0","0","USD","eb604455-c411-414d-a2ef-e7567ee86a4d","252855","5250471","","Sam Burley","vow"
"Dreamshackle Geist","Dreamshackle Geist","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","58","$0.35","$0.35","","1x","","","","R","Creature — Spirit","3","{1}{U}{U}","Blue","""""","540896","""Flying
At the beginning of combat on your turn, choose up to one —
• Tap target creature.
• Target creature doesn't untap during its controller's next untap step.""","3","1","0","USD","1b81d90b-708a-48c9-a478-e3b0a3d7e982","253679","5282148","","Andreas Zafiratos","vow"
"Edgar, Charmed Groom // Edgar Markov's Coffin","Edgar, Charmed Groom // Edgar Markov's Coffin","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","236","$0.77","$0.77","","1x","","","","R","Legendary Creature — Vampire Noble","4","{2}{W}{B}","White/Black","""• If a card that isn't a double-faced card is a copy of Edgar, Charmed Groom, it won't return to the battlefield when it dies.""","541109","""Other Vampires you control get +1/+1.
When Edgar, Charmed Groom dies, return it to the battlefield transformed under its owner's control.""","4","4","0","USD","63ba8eef-b834-4031-b0a1-0f8505d53813","253574","5279058","","Volkan Baǵa","vow"
"Endless Sands","Endless Sands","Innstrad crimson vow","Commander 2020","C20","272","$0.46","$0.46","","1x","","","","R","Land — Desert","0","","Land","""• The last ability of Endless Sands returns only creature cards exiled by that card. If Endless Sands leaves the battlefield before you activate that ability, the exiled creatures are lost in the dunes forever.
• If you exile a creature that isn’t a creature card with the second ability of Endless Sands (such as a token creature or a land that has become a creature), the third ability won’t return that token or card from exile.
• Desert is a land subtype with no special meaning. It doesn’t grant the land an intrinsic mana ability. Other cards may care about which lands are Deserts.""","482900","""{T}: Add {C}.
{2}, {T}: Exile target creature you control.
{4}, {T}, Sacrifice Endless Sands: Return each creature card exiled with Endless Sands to the battlefield under its owner's control.""","0","0","0","USD","f436df63-41b9-416d-8e41-035261d4d0cc","212385","4383445","","Noah Bradley","c20"
"Glorious Sunrise","Glorious Sunrise","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","200","$0.69","$0.69","","1x","","","","R","Enchantment","5","{3}{G}{G}","Green","""• Glorious Sunrise's third mode may be chosen even if you don't control any creatures with power 3 or greater as the ability goes on the stack. If you control a creature with power 3 or greater when it resolves, you will draw a card. If not, it will do nothing as it resolves.""","541063","""At the beginning of combat on your turn, choose one —
• Creatures you control get +1/+1 and gain trample until end of turn.
• Target land gains ""{T}: Add {G}{G}{G}"" until end of turn.
• Draw a card if you control a creature with power 3 or greater.
• You gain 3 life.""","0","0","0","USD","a2caf73e-c3eb-4fa8-996a-d3d18b2ffaeb","253470","5271524","","Andreas Zafiratos","vow"
"Graf Reaver","Graf Reaver","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","115","$0.32","$0.32","","1x","","","","R","Creature — Zombie Warrior","2","{1}{B}","Black","""""","540963","""Exploit (When this creature enters the battlefield, you may sacrifice a creature.)
When Graf Reaver exploits a creature, destroy target planeswalker.
At the beginning of your upkeep, Graf Reaver deals 1 damage to you.""","3","3","0","USD","0bb2103b-3462-4439-a1e1-243a15c5f318","253488","5272601","","Dave Kendall","vow"
"Hamlet Vanguard","Hamlet Vanguard","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","201","$0.35","$0.35","","1x","","","","R","Creature — Human Warrior","3","{2}{G}","Green","""""","541064","""Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
Hamlet Vanguard enters the battlefield with two +1/+1 counters on it for each other nontoken Human you control.""","1","1","0","USD","f31e108b-8cb5-4f30-b68b-274aa7ac2a81","253242","5266040","","PINDURSKI","vow"
"Headless Rider","Headless Rider","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","118","$2.25","$2.25","","1x","","","","R","Creature — Zombie","3","{2}{B}","Black","""""","540966","""Whenever Headless Rider or another nontoken Zombie you control dies, create a 2/2 black Zombie creature token.""","3","1","0","USD","c24018e8-b8f1-44a5-9355-8b79f363569d","253458","5270369","","E. M. Gist","vow"
"Hopeful Initiate","Hopeful Initiate","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","20","$4.88","$4.88","","1x","","","","R","Creature — Human Warlock","1","{W}","White","""• A creature's training ability triggers only when both that creature and a creature with greater power are declared as attackers. Increasing a creature's power after attackers are declared won't cause a training ability to trigger.
• Once a creature's training ability has triggered, destroying the other attacking creature or reducing its power won't stop the creature with training from getting a +1/+1 counter.""","540850","""Training (Whenever this creature attacks with another creature with greater power, put a +1/+1 counter on this creature.)
{2}{W}, Remove two +1/+1 counters from among creatures you control: Destroy target artifact or enchantment.""","1","2","0","USD","ec1b3fd1-952a-4bc6-9b31-bd9bd13072f5","253680","5282258","","Dan Scott","vow"
"Howling Moon","Howling Moon","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","204","$0.50","$0.50","","1x","","","","R","Enchantment","3","{2}{G}","Green","""""","541068","""At the beginning of combat on your turn, target Wolf or Werewolf you control gets +2/+2 until end of turn.
Whenever an opponent casts their second spell each turn, create a 2/2 green Wolf creature token.""","0","0","0","USD","ca50b6a5-2e58-4de3-b0e1-0b33536f69a6","253675","5281778","","Alessandra Pisano","vow"
"Hullbreaker Horror","Hullbreaker Horror","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","63","$3.49","$3.49","","1x","","","","R","Creature — Kraken Horror","7","{5}{U}{U}","Blue","""""","540902","""Flash
This spell can't be countered.
Whenever you cast a spell, choose up to one —
• Return target spell you don't control to its owner's hand.
• Return target nonland permanent to its owner's hand.""","7","8","0","USD","4b546bcf-2e86-42af-bf32-81c7fd36ef8c","253668","5281078","","Svetlin Velinov","vow"
"Inspired Idea","Inspired Idea","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","64","$0.25","$0.25","","1x","","","","R","Sorcery","3","{2}{U}","Blue","""• If a player has more cards in their hand than their maximum hand size during the cleanup step of that player's turn, that player discards until they have that many cards. A player's maximum hand size isn't checked at any time other than their own cleanup step.
• If multiple effects modify your hand size, apply them in timestamp order. For example, if you are affected by Null Profusion (an enchantment that sets a player's maximum hand size to two) and then resolve Inspired Idea without paying its cleave cost, your maximum hand size would be zero. However, if Null Profusion entered the battlefield after Inspired Idea resolved, your maximum hand size would be two.
• If you currently have no maximum hand size, then reducing your maximum hand size by three will have no effect. If the effect causing you to have no maximum hand size ends, Inspired Idea's effect will apply at that time.
• If you cast a spell for its cleave cost, that spell doesn't have any of the text in square brackets while it's on the stack.
• A cleave cost is an alternative cost that's paid instead of the spell's mana cost. Casting a spell for its cleave cost doesn't change the spell's mana value.
• You can't cast a spell for both its cleave cost and another alternative cost. For example, if an effect gives an Alchemist's Retrieval in your graveyard a flashback cost of {U}, you can't cast it from your graveyard for its cleave cost.
• If an effect allows you to “cast a spell without paying its mana cost,” you can't cast that spell for its cleave cost.""","540903","""Cleave {3}{U}{U} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)
Draw three cards. [Your maximum hand size is reduced by three for the rest of the game.]""","0","0","0","USD","2fe4ee8e-579d-4bfa-8c19-bfdb1c0b7177","253227","5265510","","Alix Branwyn","vow"
"Katilda, Dawnhart Martyr // Katilda's Rising Dawn","Katilda, Dawnhart Martyr // Katilda's Rising Dawn","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","21","$1.96","$1.96","","1x","","","","R","Legendary Creature — Spirit Warlock","3","{1}{W}{W}","White","""""","540851","""Flying, lifelink, protection from Vampires
Katilda, Dawnhart Martyr's power and toughness are each equal to the number of permanents you control that are Spirits and/or enchantments.
Disturb {3}{W}{W} (You may cast this card from your graveyard transformed for its disturb cost.)""","*","*","0","USD","0ef240aa-2a88-4ec4-888a-918466372adb","253568","5278830","","Manuel Castañón","vow"
"Mirrorhall Mimic // Ghastly Mimicry","Mirrorhall Mimic // Ghastly Mimicry","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","68","$1.10","$1.10","","1x","","","","R","Creature — Spirit","4","{3}{U}","Blue","""• Mirrorhall Mimic copies exactly what was printed on the original creature (unless that creature is copying something else or is a token; see below), except that it's also a Spirit. It doesn't copy whether that creature is tapped or untapped, whether it has any counters on it or any Auras and Equipment attached to it, or any non-copy effects that have changed its power, toughness, types, color, or so on. Most notably, if it copies a creature that's not normally a creature, it won't be a creature.
• If the copied creature has {X} in its mana cost, X is considered to be 0.
• If the chosen creature is copying something else (for example, if the chosen creature is another Mirrorhall Mimic), then Mirrorhall Mimic enters the battlefield as whatever the chosen creature copied.
• If another creature becomes a copy of Mirrorhall Mimic, that creature is also a Spirit.
• If the chosen creature is a token, Mirrorhall Mimic copies the original characteristics of that token as stated by the effect that put the token onto the battlefield, except it's a Spirit. Mirrorhall Mimic doesn't become a token in this case.
• Any enters-the-battlefield abilities of the copied creature will trigger when Mirrorhall Mimic enters the battlefield. Any “as [this creature] enters the battlefield” or “[this creature] enters the battlefield with” abilities of the chosen creature will also work.
• If Mirrorhall Mimic somehow enters the battlefield at the same time as another creature, it can't become a copy of that creature. You may choose only a creature that's already on the battlefield.""","540909","""You may have Mirrorhall Mimic enter the battlefield as a copy of any creature on the battlefield, except it's a Spirit in addition to its other types.
Disturb {3}{U}{U} (You may cast this card from your graveyard transformed for its disturb cost.)""","0","0","0","USD","823ad188-bd56-476d-9853-bed90bfad582","253484","5272231","","Justine Cruz","vow"
"Odric, Blood-Cursed","Odric, Blood-Cursed","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","243","$0.25","$0.25","","1x","","","","R","Legendary Creature — Vampire Soldier","3","{1}{R}{W}","White/Red","""• Odric, Blood-Cursed counts the number of the listed abilities found, not the number of creatures with those abilities. If you control a single creature with both reach and vigilance as Odric enters the battlefield, you create two Blood tokens. On the other hand, if you control two creatures that each have flying, you create a single Blood token.
• Variants of an ability are counted as that ability and are not counted multiple times. For example, if you control a creature with hexproof from blue and another creature with hexproof from black, you create a single Blood token.""","541117","""When Odric, Blood-Cursed enters the battlefield, create X Blood tokens, where X is the number of abilities from among flying, first strike, double strike, deathtouch, haste, hexproof, indestructible, lifelink, menace, reach, trample, and vigilance found among creatures you control. (Count each ability only once.)""","3","3","0","USD","81a79f5f-a65a-4b43-b58c-cdfa09cc7855","253673","5281558","","Chris Rallis","vow"
"Old Rutstein","Old Rutstein","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","244","$0.49","$0.49","","1x","","","","R","Legendary Creature — Human Peasant","3","{1}{B}{G}","Black/Green","""• If you mill Dryad Arbor, a card that's both a creature and a land, you get both a Treasure token and a 1/1 green Insect token.""","541118","""When Old Rutstein enters the battlefield or at the beginning of your upkeep, mill a card. If a land card is milled this way, create a Treasure token. If a creature card is milled this way, create a 1/1 green Insect creature token. If a noncreature, nonland card is milled this way, create a Blood token.""","1","4","0","USD","625b8023-2ef1-4b7b-9e48-4f774fee14e0","253486","5272381","","Greg Staples","vow"
"Olivia's Attendants","Olivia's Attendants","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","307","$0.40","$0.40","","1x","","","","R","Creature — Vampire","6","{4}{R}{R}","Red","""""","545240","""Menace
Whenever Olivia's Attendants deals damage, create that many Blood tokens. (They're artifacts with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")
{2}{R}: Olivia's Attendants deals 1 damage to any target.""","6","6","0","USD","25b68fbf-7fc7-4fd5-9bdf-f3ef846d4c22","253791","5291803","","Christian Angel","vow"
"Patchwork Crawler","Patchwork Crawler","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","72","$0.30","$0.30","","1x","","","","R","Creature — Zombie Horror","2","{1}{U}","Blue","""• Patchwork Crawler gains only activated abilities. It doesn't gain triggered abilities or static abilities. Activated abilities contain a colon. They're generally written “[Cost]: [Effect].” Some keywords are activated abilities; they have colons in their reminder text.
• If an activated ability of a card in exile references the card it's printed on by name, treat Patchwork Crawler's version of that ability as though it referenced Patchwork Crawler by name instead.
• If you control more than one Patchwork Crawler, each will have only the activated abilities of creature cards exiled with that specific Patchwork Crawler.
• Once Patchwork Crawler leaves the battlefield, it will no longer have the activated abilities of the creature cards exiled with it. If it returns to the battlefield, it will be a new Patchwork Crawler with no connection to those exiled cards.
• If Patchwork Crawler exiles a double-faced card, it will have the activated abilities of only the front face of that exiled card.""","540915","""{2}{U}: Exile target creature card from your graveyard and put a +1/+1 counter on Patchwork Crawler.
Patchwork Crawler has all activated abilities of all creature cards exiled with it.""","1","2","0","USD","6bb86ebf-f145-43c1-8f05-f4b55ded59b6","253446","5269357","","Fesbra","vow"
"Shattered Sanctum","Shattered Sanctum","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","283","$8.94","$8.94","","1x","","","","R","Land","0","","Land","""""","544951","""Shattered Sanctum enters the battlefield tapped unless you control two or more other lands.
{T}: Add {W} or {B}.""","0","0","0","USD","9885da74-30bd-461d-98ca-0dc72d817dbd","252937","5253664","","Donato Giancola","vow"
"Sigarda's Summons","Sigarda's Summons","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","36","$0.40","$0.40","","1x","","","","R","Enchantment","6","{4}{W}{W}","White","""• Removing all +1/+1 counters from a creature affected by this ability or removing Sigarda's Summons from the battlefield will cause that creature to revert back to what it was. Notably, this may cause a creature to lose flying after it has been declared as an attacker but before blockers are declared. This may also result in a creature with damage already marked on it being destroyed if that damage is greater than the creature's toughness.""","540870","""Creatures you control with +1/+1 counters on them have base power and toughness 4/4, have flying, and are Angels in addition to their other types.""","0","0","0","USD","a27f647a-d48e-4f53-ae5b-64c76f4fc745","252943","5254184","","Nestor Ossandon Leal","vow"
"Stormcarved Coast","Stormcarved Coast","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","265","$11.25","$11.25","","1x","","","","R","Land","0","","Land","""""","541141","""Stormcarved Coast enters the battlefield tapped unless you control two or more other lands.
{T}: Add {U} or {R}.""","0","0","0","USD","299f1dee-b3d7-472b-aa0b-2f9b46a96da5","252853","5250251","","Sarah Finnigan","vow"
"Torens, Fist of the Angels","Torens, Fist of the Angels","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","249","$1.07","$1.07","","1x","","","","R","Legendary Creature — Human Cleric","3","{1}{G}{W}","White/Green","""• A creature's training ability triggers only when both that creature and a creature with greater power are declared as attackers. Increasing a creature's power after attackers are declared won't cause a training ability to trigger.
• Once a creature's training ability has triggered, destroying the other attacking creature or reducing its power won't stop the creature with training from getting a +1/+1 counter.""","541124","""Training (Whenever this creature attacks with another creature with greater power, put a +1/+1 counter on this creature.)
Whenever you cast a creature spell, create a 1/1 green and white Human Soldier creature token with training.""","2","2","0","USD","bd111dc9-b8de-4e92-a63d-75a961b2db3b","252954","5255324","","Justine Cruz","vow"
"Torens, Fist of the Angels","Torens, Fist of the Angels","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","249","$1.25","$1.25","Foil","1x","","","","R","Legendary Creature — Human Cleric","3","{1}{G}{W}","White/Green","""• A creature's training ability triggers only when both that creature and a creature with greater power are declared as attackers. Increasing a creature's power after attackers are declared won't cause a training ability to trigger.
• Once a creature's training ability has triggered, destroying the other attacking creature or reducing its power won't stop the creature with training from getting a +1/+1 counter.""","541124","""Training (Whenever this creature attacks with another creature with greater power, put a +1/+1 counter on this creature.)
Whenever you cast a creature spell, create a 1/1 green and white Human Soldier creature token with training.""","2","2","0","USD","bd111dc9-b8de-4e92-a63d-75a961b2db3b","252954","5255329","","Justine Cruz","vow"
"Voice of the Blessed","Voice of the Blessed","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","44","$2.00","$2.00","","1x","","","","R","Creature — Spirit Cleric","2","{W}{W}","White","""• The first ability of Voice of the Blessed triggers just once for each life-gaining event, no matter how much life was gained.
• If Voice of the Blessed is dealt lethal damage at the same time that you gain life, it won't receive a counter from its ability in time to save it.
• Each creature with lifelink dealing combat damage causes a separate life-gaining event. For example, if two creatures you control with lifelink deal combat damage at the same time, Voice of the Blessed's first ability will trigger twice. However, if a single creature you control with lifelink deals combat damage to multiple creatures, players, and/or planeswalkers at the same time (perhaps because it has trample or was blocked by more than one creature), the ability will trigger only once.
• If you gain an amount of life “for each” of something, that life is gained as one event and the ability of Voice of the Blessed triggers only once.
• In a Two-Headed Giant game, life gained by your teammate won't cause the first ability to trigger, even though it caused your team's life total to increase.
• Gaining flying after it has become blocked won't cause Voice of the Blessed to become unblocked.""","540879","""Whenever you gain life, put a +1/+1 counter on Voice of the Blessed.
As long as Voice of the Blessed has four or more +1/+1 counters on it, it has flying and vigilance.
As long as Voice of the Blessed has ten or more +1/+1 counters on it, it has indestructible.""","2","2","0","USD","a16c0871-3f40-4d5a-9d21-e7f944b64a65","253148","5263400","","Anastasia Ovchinnikova","vow"
"Voice of the Blessed","Voice of the Blessed","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","44","$2.31","$2.31","Foil","1x","","","","R","Creature — Spirit Cleric","2","{W}{W}","White","""• The first ability of Voice of the Blessed triggers just once for each life-gaining event, no matter how much life was gained.
• If Voice of the Blessed is dealt lethal damage at the same time that you gain life, it won't receive a counter from its ability in time to save it.
• Each creature with lifelink dealing combat damage causes a separate life-gaining event. For example, if two creatures you control with lifelink deal combat damage at the same time, Voice of the Blessed's first ability will trigger twice. However, if a single creature you control with lifelink deals combat damage to multiple creatures, players, and/or planeswalkers at the same time (perhaps because it has trample or was blocked by more than one creature), the ability will trigger only once.
• If you gain an amount of life “for each” of something, that life is gained as one event and the ability of Voice of the Blessed triggers only once.
• In a Two-Headed Giant game, life gained by your teammate won't cause the first ability to trigger, even though it caused your team's life total to increase.
• Gaining flying after it has become blocked won't cause Voice of the Blessed to become unblocked.""","540879","""Whenever you gain life, put a +1/+1 counter on Voice of the Blessed.
As long as Voice of the Blessed has four or more +1/+1 counters on it, it has flying and vigilance.
As long as Voice of the Blessed has ten or more +1/+1 counters on it, it has indestructible.""","2","2","0","USD","a16c0871-3f40-4d5a-9d21-e7f944b64a65","253148","5263405","","Anastasia Ovchinnikova","vow"
"Voldaren Bloodcaster // Bloodbat Summoner","Voldaren Bloodcaster // Bloodbat Summoner","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","137","$0.40","$0.40","","1x","","","","R","Creature — Vampire Wizard","2","{1}{B}","Black","""• Voldaren Bloodcaster's last ability checks how many Blood tokens you have both as it triggers and as it resolves. If you don't control at least five Blood tokens at both of those times, it won't transform.
• Blood tokens that become Bats with Bloodbat Summoner's ability are still artifact Blood tokens and still have “{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card.”""","540989","""Flying
Whenever Voldaren Bloodcaster or another nontoken creature you control dies, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")
Whenever you create a Blood token, if you control five or more Blood tokens, transform Voldaren Bloodcaster.""","2","1","0","USD","ca5297a5-bcaa-41fd-a397-e44dc4e00ba3","252842","5249493","","Kim Sokol","vow"
"Winged Portent","Winged Portent","Innstrad crimson vow","Innistrad: Crimson Vow","VOW","89","$0.30","$0.30","","1x","","","","R","Instant","3","{1}{U}{U}","Blue","""• If you cast a spell for its cleave cost, that spell doesn't have any of the text in square brackets while it's on the stack.
• A cleave cost is an alternative cost that's paid instead of the spell's mana cost. Casting a spell for its cleave cost doesn't change the spell's mana value.
• You can't cast a spell for both its cleave cost and another alternative cost. For example, if an effect gives an Alchemist's Retrieval in your graveyard a flashback cost of {U}, you can't cast it from your graveyard for its cleave cost.
• If an effect allows you to “cast a spell without paying its mana cost,” you can't cast that spell for its cleave cost.""","540933","""Cleave {4}{G}{U} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)
Draw a card for each creature [with flying] you control.""","0","0","0","USD","3494a4fc-37e5-4095-a3bb-5cd9280f4c77","253737","5286283","","Nicholas Gregory","vow"
"Abrade","Abrade","Innstrad crimson vow","Starter Commander Decks","SCD","122","$0.25","$0.50","","2x","","","","U","Instant","2","{1}{R}","Red","""""","0","""Choose one —
• Abrade deals 3 damage to target creature.
• Destroy target artifact.""","0","0","0","USD","778fad36-28d5-488b-bc7a-e60c8646bdc2","456988","6785383","","Dominik Mayer","scd"
