Name,Name,List name,Edition,Edition code,Collector's number,Price,Price (total),Foil,QuantityX,Tag,Language,Condition,Rarity,Card Type,CMC,Mana Value,Color,Card Rulings,MultiverseID,Card Text,Power,Toughness,Loyalty,Currency,Scryfall ID,TCGPlayer productID,TCGPlayer Sku,Is Commander?,Artists,Edition code MTGO
"Armix, Filigree Thrasher","Armix, Filigree Thrasher","Commander legends 1/30/23","Commander Legends","CMR","108","$0.25","$0.75","","3x","","","","U","Legendary Artifact Creature — Golem","3","{2}{B}","Black","""• Armix's ability goes on the stack without a target. While that ability is resolving, you may discard a card. If you do, a second ability triggers and you pick one target to get -X/-X. This is different from abilities that say “If you do . . .” in that players may cast spells and activate abilities after you've discarded a card but before the creature gets -X/-X.
• While resolving Armix's ability, you can't discard more than one card to give more than one creature -X/-X.
• The value of X is determined only as Armix's ability resolves. Once that happens, the value of X won't change later in the turn, even if the number of artifacts in your graveyard and under your control changes.
• If the discarded card is an artifact card, it will be counted as you determine the value of X, provided it's still in the graveyard or, optimistically, on the battlefield under your control at that time.
• If a creature is attacking a planeswalker, that planeswalker's controller is the defending player.
• If your Commander deck has two commanders, you can only include cards whose own color identities are also found in your commanders' combined color identities. If Falthis and Kediss are your commanders, your deck may contain cards with black and/or red in their color identity, but not cards with green, white, or blue.
• Both commanders start in the command zone, and the remaining 98 cards (or 58 cards in a Commander Draft game) of your deck are shuffled to become your library.
• To have two commanders, both must have the partner ability as the game begins. Losing the ability during the game doesn't cause either to cease to be your commander.
• Once the game begins, your two commanders are tracked separately. If you cast one, you won't have to pay an additional {2} the first time you cast the other. A player loses the game after having been dealt 21 damage from any one of them, not from both of them combined.
• If something refers to your commander while you have two commanders, it refers to one of them of your choice. If you are instructed to perform an action on your commander (e.g. put it from the command zone into your hand due to Command Beacon), you choose one of your commanders at the time the effect happens.
• An effect that checks whether you control your commander is satisfied if you control one or both of your two commanders.
• You can choose two commanders with partner that are the same color or colors. In Commander Draft, you can even choose two of the same commander with partner if you drafted them. If you do this, make sure you keep the number of times you've cast each from the command zone clear for “commander tax” purposes.""","497628","""Whenever Armix, Filigree Thrasher attacks, you may discard a card. When you do, target creature defending player controls gets -X/-X until end of turn, where X is the number of artifacts you control plus the number of artifact cards in your graveyard.
Partner (You can have two commanders if both have partner.)""","3","2","0","USD","d5f69e24-6b5c-4a9a-af5b-1ce88efdc0aa","226857","4646816","","Daniel Ljunggren","cmr"
"Armorcraft Judge","Armorcraft Judge","Commander legends 1/30/23","Commander Legends","CMR","218","$0.25","$1.25","","5x","","","","U","Creature — Elf Artificer","4","{3}{G}","Green","""• The number of creatures you control with +1/+1 counters on them is counted only as Armorcraft Judge's triggered ability resolves. Players may respond to the triggered ability by trying to change that number.
• Armorcraft Judge's ability counts the number of creatures, not the number of counters. A creature with more than one +1/+1 counter won't cause you to draw more than one card.""","497738","""When Armorcraft Judge enters the battlefield, draw a card for each creature you control with a +1/+1 counter on it.""","3","3","0","USD","4e1483d4-bb91-4bf9-a57f-dd46fa31056b","226982","4654363","","David Palumbo","cmr"
"Brass Herald","Brass Herald","Commander legends 1/30/23","Commander Legends","CMR","301","$0.25","$1.00","","4x","","","","U","Artifact Creature — Golem","6","{6}","","""• The choice of creature type is made as Brass Herald enters the battlefield. Players can’t take any actions between the time the choice is made and the time the appropriate creatures begin to get +1/+1.
• You must choose an existing creature type, such as Human or Warrior. You could even choose Coward, if you dared. Card types such as artifact and supertypes such as legendary can’t be chosen.
• Because damage remains marked on a creature until the damage is removed as the turn ends, nonlethal damage dealt to creatures of the chosen type may become lethal if Brass Herald leaves the battlefield during that turn.""","497821","""As Brass Herald enters the battlefield, choose a creature type.
When Brass Herald enters the battlefield, reveal the top four cards of your library. Put all creature cards of the chosen type revealed this way into your hand and the rest on the bottom of your library in any order.
Creatures of the chosen type get +1/+1.""","2","2","0","USD","7c0380a4-225f-4a80-8c8b-d0f7e54f1626","227114","4661640","","Daren Bader","cmr"
"Breeches, Brazen Plunderer","Breeches, Brazen Plunderer","Commander legends 1/30/23","Commander Legends","CMR","165","$0.25","$1.00","","4x","","","","U","Legendary Creature — Goblin Pirate","4","{3}{R}","Red","""• You’ll exile a card from each opponent who was dealt damage, not from all of your opponents.
• You must follow the normal timing permissions and restrictions for each exiled card. If one is a land, you can’t play it unless you have land plays available.
• You’ll still pay all costs for a spell cast this way, including additional costs. You may also pay alternative costs if any are available.
• If you don’t play one of the exiled cards, it remains exiled. It won’t be available to be played on future turns.
• In a multiplayer game, if a player leaves the game, all cards that player owns leave as well. If you leave the game, any spells and/or permanents you control from Breeches’s brazen thievery are exiled.
• If your Commander deck has two commanders, you can only include cards whose own color identities are also found in your commanders’ combined color identities. If Falthis and Kediss are your commanders, your deck may contain cards with black and/or red in their color identity, but not cards with green, white, or blue.
• Both commanders start in the command zone, and the remaining 98 cards (or 58 cards in a Commander Draft game) of your deck are shuffled to become your library.
• To have two commanders, both must have the partner ability as the game begins. Losing the ability during the game doesn’t cause either to cease to be your commander.
• Once the game begins, your two commanders are tracked separately. If you cast one, you won’t have to pay an additional {2} the first time you cast the other. A player loses the game after having been dealt 21 damage from any one of them, not from both of them combined.
• If something refers to your commander while you have two commanders, it refers to one of them of your choice. If you are instructed to perform an action on your commander (e.g. put it from the command zone into your hand due to Command Beacon), you choose one of your commanders at the time the effect happens.
• An effect that checks whether you control your commander is satisfied if you control one or both of your two commanders.
• You can choose two commanders with partner that are the same color or colors. In Commander Draft, you can even choose two of the same commander with partner if you drafted them. If you do this, make sure you keep the number of times you’ve cast each from the command zone clear for “commander tax” purposes.""","497685","""Menace
Whenever one or more Pirates you control deal damage to your opponents, exile the top card of each of those opponents' libraries. You may play those cards this turn, and you may spend mana as though it were mana of any color to cast those spells.
Partner (You can have two commanders if both have partner.)""","3","3","0","USD","83e8fe2e-ec6c-47fc-85c0-6eec185ecdce","226305","4628619","","Svetlin Velinov","cmr"
"Brinelin, the Moon Kraken","Brinelin, the Moon Kraken","Commander legends 1/30/23","Commander Legends","CMR","60","$0.25","$0.75","","3x","","","","U","Legendary Creature — Kraken","8","{6}{U}{U}","Blue","""• For spells with {X} in their mana costs, use the value chosen for X to determine the spell’s mana value.
• An ability that triggers when a player casts a spell resolves before the spell that caused it to trigger. It resolves even if that spell is countered.
• If your Commander deck has two commanders, you can only include cards whose own color identities are also found in your commanders’ combined color identities. If Falthis and Kediss are your commanders, your deck may contain cards with black and/or red in their color identity, but not cards with green, white, or blue.
• Both commanders start in the command zone, and the remaining 98 cards (or 58 cards in a Commander Draft game) of your deck are shuffled to become your library.
• To have two commanders, both must have the partner ability as the game begins. Losing the ability during the game doesn’t cause either to cease to be your commander.
• Once the game begins, your two commanders are tracked separately. If you cast one, you won’t have to pay an additional {2} the first time you cast the other. A player loses the game after having been dealt 21 damage from any one of them, not from both of them combined.
• If something refers to your commander while you have two commanders, it refers to one of them of your choice. If you are instructed to perform an action on your commander (e.g. put it from the command zone into your hand due to Command Beacon), you choose one of your commanders at the time the effect happens.
• An effect that checks whether you control your commander is satisfied if you control one or both of your two commanders.
• You can choose two commanders with partner that are the same color or colors. In Commander Draft, you can even choose two of the same commander with partner if you drafted them. If you do this, make sure you keep the number of times you’ve cast each from the command zone clear for “commander tax” purposes.""","497580","""When Brinelin, the Moon Kraken enters the battlefield or whenever you cast a spell with mana value 6 or greater, you may return target nonland permanent to its owner's hand.
Partner (You can have two commanders if both have partner.)""","6","8","0","USD","4b063dfd-5a80-48c9-8f7b-48d21a129a76","226101","4624580","","Adam Paquette","cmr"
"Burning Anger","Burning Anger","Commander legends 1/30/23","Commander Legends","CMR","166","$0.23","$0.92","","4x","","","","U","Enchantment — Aura","5","{4}{R}","Red","""• Use the power of the enchanted creature as the activated ability resolves to determine how much damage is dealt. If the creature isn’t on the battlefield at that time, use its power as it last existed on the battlefield.
• The enchanted creature is the source of the activated ability, not Burning Anger. For example, if the enchanted creature is green, you could activate the ability choosing a creature with protection from red as the target.""","497686","""Enchant creature
Enchanted creature has ""{T}: This creature deals damage equal to its power to any target.""""","0","0","0","USD","3d5a8f92-4418-4993-9f56-0b2f5069597c","227161","4665450","","Anthony Palumbo","cmr"
"Burnished Hart","Burnished Hart","Commander legends 1/30/23","Commander Legends","CMR","302","$0.25","$0.50","","2x","","","","U","Artifact Creature — Elk","3","{3}","","""""","497822","""{3}, Sacrifice Burnished Hart: Search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.""","2","2","0","USD","2dccb765-8f97-4806-87ef-55415ab09d9b","227116","4661820","","Yeong-Hao Han","cmr"
"Captain Vargus Wrath","Captain Vargus Wrath","Commander legends 1/30/23","Commander Legends","CMR","273","$0.25","$0.75","","3x","","","","U","Legendary Creature — Orc Pirate","2","{U}{R}","Blue/Red","""""","497793","""Whenever Captain Vargus Wrath attacks, Pirates you control get +1/+1 until end of turn for each time you've cast a commander from the command zone this game.""","1","1","0","USD","0beafec9-24db-4903-97c1-c5fe740ada83","227104","4660915","","Randy Vargas","cmr"
"Cast Down","Cast Down","Commander legends 1/30/23","Commander Legends","CMR","112","$0.25","$1.00","","4x","","","","U","Instant","2","{1}{B}","Black","""""","497632","""Destroy target nonlegendary creature.""","0","0","0","USD","21c8426e-476a-45e4-b3a9-841da54d966c","226354","4630569","","Bastien L. Deharme","cmr"
"Coastline Marauders","Coastline Marauders","Commander legends 1/30/23","Commander Legends","CMR","168","$0.25","$1.00","","4x","","","","U","Creature — Human Pirate","3","{2}{R}","Red","""• The bonus Coastline Marauders receives is determined by the player it’s attacking. Lands controlled by other defending players won’t be counted.
• If Coastline Marauders is attacking a planeswalker, that planeswalker’s controller is the defending player.
• Exiling the card with encore is a cost to activate the ability. Once you announce that you’re activating it, no player may take actions until you’ve finished. They can’t try to remove the card from your graveyard to stop you from paying the cost.
• Opponents who have left the game aren’t counted when determining how many tokens to create.
• The tokens copy only what’s on the original card. Effects that modified that creature when it was previously on the battlefield won’t be copied.
• Each token must attack the appropriate player if able.
• If one of the tokens can’t attack for any reason (such as being tapped), then it doesn’t attack. If there’s a cost associated with having it attack, you aren’t forced to pay that cost, so it doesn’t have to attack in that case either.
• If an effect stops a token from attacking a specific player, that token can attack any player or planeswalker, or not attack at all. If the effect stops the token from attacking a specific player unless a cost is paid, you don’t have to pay that cost unless you want to attack that player.
• If one of the tokens somehow is under another player’s control as the delayed triggered ability resolves, you can’t sacrifice that token. It remains on the battlefield indefinitely, even if you regain control of it later.""","497688","""Trample
Whenever Coastline Marauders attacks, it gets +1/+0 until end of turn for each land defending player controls.
Encore {4}{R}{R} ({4}{R}{R}, Exile this card from your graveyard: For each opponent, create a token copy that attacks that opponent this turn if able. They gain haste. Sacrifice them at the beginning of the next end step. Activate only as a sorcery.)""","0","3","0","USD","7a47e6bc-422a-4627-b21e-5a042193bed0","226310","4628829","","J.P. Targete","cmr"
"Codex Shredder","Codex Shredder","Commander legends 1/30/23","Commander Legends","CMR","304","$0.25","$1.00","","4x","","","","U","Artifact","1","{1}","","""• You choose the target of Codex Shredder’s last ability before paying its costs, so you can’t return Codex Shredder to your hand this way.""","497824","""{T}: Target player mills a card. (They put the top card of their library into their graveyard.)
{5}, {T}, Sacrifice Codex Shredder: Return target card from your graveyard to your hand.""","0","0","0","USD","4f5a3293-f3e7-4f68-af6a-b478959226c1","227118","4662000","","Jason Felix","cmr"
"Confiscate","Confiscate","Commander legends 1/30/23","Commander Legends","CMR","62","$0.24","$0.72","","3x","","","","U","Enchantment — Aura","6","{4}{U}{U}","Blue","""• Gaining control of a permanent doesn’t cause you to gain control of any Auras or Equipment attached to it.
• Gaining control of an Aura or Equipment doesn’t change what it’s attached to.""","497582","""Enchant permanent
You control enchanted permanent.""","0","0","0","USD","09e4a88d-670b-4332-bf36-41c2e2492424","226107","4625070","","Adam Rex","cmr"
"Cuombajj Witches","Cuombajj Witches","Commander legends 1/30/23","Commander Legends","CMR","116","$0.25","$0.75","","3x","","","","U","Creature — Human Wizard","2","{B}{B}","Black","""• You choose which opponent chooses the second target. It doesn’t have to be the opponent who controls (or is) the first target.
• Even though the opponent chooses a target, you control the ability. An opponent can’t target a creature they control with hexproof.""","497636","""{T}: Cuombajj Witches deals 1 damage to any target and 1 damage to any target of an opponent's choice.""","1","3","0","USD","6a26e910-275a-4981-831b-bfed936a7e3f","226860","4646991","","Seb McKinnon","cmr"
