Name,Name,List name,Edition,Edition code,Collector's number,Price,Price (total),Foil,QuantityX,Tag,Language,Condition,Rarity,Card Type,CMC,Mana Value,Color,Card Rulings,MultiverseID,Card Text,Power,Toughness,Loyalty,Currency,Scryfall ID,TCGPlayer productID,TCGPlayer Sku,Is Commander?,Artists,Edition code MTGO
"Audacious Thief","Audacious Thief","Core set 2020 (1/31/23)","Core Set 2020","M20","84","$0.25","$0.25","","1x","","","","C","Creature — Human Rogue","3","{2}{B}","Black","""""","466838","""Whenever Audacious Thief attacks, you draw a card and you lose 1 life.""","2","2","0","USD","e1ff5e66-4718-43c3-8a58-1a0a8e788f83","192778","4109475","","Dmitry Burmak","m20"
"Bloodfell Caves","Bloodfell Caves","Core set 2020 (1/31/23)","Core Set 2020","M20","242","$0.25","$0.25","","1x","","","","C","Land","0","","Land","""""","466996","""Bloodfell Caves enters the battlefield tapped.
When Bloodfell Caves enters the battlefield, you gain 1 life.
{T}: Add {B} or {R}.""","0","0","0","USD","9b7ec5a3-3c40-4090-b9e3-11fb5b06fb8f","192680","4106040","","Adam Paquette","m20"
"Boreal Elemental","Boreal Elemental","Core set 2020 (1/31/23)","Core Set 2020","M20","49","$0.18","$0.18","","1x","","","","C","Creature — Elemental","5","{4}{U}","Blue","""• To determine the total cost of a spell, start with the mana cost or alternative cost you’re paying, add any cost increases (such as that of Boreal Elemental), then apply any cost reductions. The mana value of the spell remains unchanged, no matter what the total cost to cast it was.
• An opponent’s spell that targets Boreal Elemental more than once costs only {2} more to cast.""","466803","""Flying
Spells your opponents cast that target Boreal Elemental cost {2} more to cast.""","3","4","0","USD","47996512-d547-491f-b481-a9c83dff04db","192868","4116650","","Victor Adame Minguez","m20"
"Chandra's Embercat","Chandra's Embercat","Core set 2020 (1/31/23)","Core Set 2020","M20","129","$0.20","$0.40","","2x","","","","C","Creature — Elemental Cat","2","{1}{R}","Red","""• A Chandra planeswalker spell is a planeswalker spell with the subtype Chandra. Cards that use Chandra’s name in their title or her likeness in their illustration (such as Chandra’s Regulator or Chandra’s Outrage) aren’t Chandra planeswalker spells.""","466883","""{T}: Add {R}. Spend this mana only to cast an Elemental spell or a Chandra planeswalker spell.""","2","2","0","USD","30f9c266-f32e-4483-9709-f83675331688","192515","4090973","","Johan Grenier","m20"
"Cloudkin Seer","Cloudkin Seer","Core set 2020 (1/31/23)","Core Set 2020","M20","54","$0.25","$0.50","","2x","","","","C","Creature — Elemental Wizard","3","{2}{U}","Blue","""""","466808","""Flying
When Cloudkin Seer enters the battlefield, draw a card.""","2","1","0","USD","e2111753-a930-403f-9d94-a86dfcb069da","192686","4106700","","Anastasia Ovchinnikova","m20"
"Convolute","Convolute","Core set 2020 (1/31/23)","Core Set 2020","M20","55","$0.19","$0.19","","1x","","","","C","Instant","3","{2}{U}","Blue","""""","466809","""Counter target spell unless its controller pays {4}.""","0","0","0","USD","b8a68347-c0ef-46ff-9705-6d82d004d32c","192555","4095114","","Viktor Titov","m20"
"Disenchant","Disenchant","Core set 2020 (1/31/23)","Core Set 2020","M20","14","$0.23","$0.23","","1x","","","","C","Instant","2","{1}{W}","White","""• This is not modal. If the target changes from an artifact to an enchantment or vice versa, this still destroys it.""","466768","""Destroy target artifact or enchantment.""","0","0","0","USD","1b6a2b01-da95-46fa-8673-30ffdfdee0a5","192533","4092689","","Victor Adame Minguez","m20"
"Duress","Duress","Core set 2020 (1/31/23)","Core Set 2020","M20","97","$0.20","$0.20","","1x","","","","C","Sorcery","1","{B}","Black","""""","466851","""Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.""","0","0","0","USD","bb41ff5c-9617-4033-a4fa-99323640b9c3","192877","4117640","","Steven Belledin","m20"
"Feral Abomination","Feral Abomination","Core set 2020 (1/31/23)","Core Set 2020","M20","101","$0.16","$0.16","","1x","","","","C","Creature — Thrull","6","{5}{B}","Black","""""","466855","""Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)""","5","5","0","USD","b2890cb5-7899-42f4-9686-a8b5ac796c23","192881","4118080","","Darek Zabrocki","m20"
"Forest","Forest","Core set 2020 (1/31/23)","Core Set 2019","M19","277","$0.23","$0.23","","1x","","","","C","Basic Land — Forest","0","","Land","""""","447414","""({T}: Add {G}.)""","0","0","0","USD","b52ff177-bafe-4e0a-a6c3-2cf012b1319f","169357","3767286","","Volkan Baǵa","m19"
"Forest","Forest","Core set 2020 (1/31/23)","Core Set 2019","M19","280","$0.20","$0.80","","4x","","","","C","Basic Land — Forest","0","","Land","""""","447417","""({T}: Add {G}.)""","0","0","0","USD","ea3cc8ba-ab54-46d3-9c3a-91678fd8d381","169360","3767316","","Adam Paquette","m19"
"Forest","Forest","Core set 2020 (1/31/23)","Core Set 2020","M20","278","$0.19","$0.76","","4x","","","","C","Basic Land — Forest","0","","Land","""""","467032","""({T}: Add {G}.)""","0","0","0","USD","00feb2af-b363-4377-98b1-6a07df7f1acd","192848","4114450","","Steven Belledin","m20"
"Forest","Forest","Core set 2020 (1/31/23)","Core Set 2020","M20","279","$0.18","$0.36","","2x","","","","C","Basic Land — Forest","0","","Land","""""","467033","""({T}: Add {G}.)""","0","0","0","USD","56caba21-b773-4245-b3f8-3ae62725c14f","192849","4114560","","Jim Nelson","m20"
"Frost Lynx","Frost Lynx","Core set 2020 (1/31/23)","Core Set 2020","M20","62","$0.15","$0.30","","2x","","","","C","Creature — Elemental Cat","3","{2}{U}","Blue","""• Frost Lynx’s triggered ability can target a creature that’s already tapped. That creature won’t untap during its controller’s next untap step.""","466816","""When Frost Lynx enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.""","2","2","0","USD","64e1a5af-442f-4fcf-be99-6f62176be36c","192648","4103180","","Izzy","m20"
"Gift of Paradise","Gift of Paradise","Core set 2020 (1/31/23)","Core Set 2020","M20","173","$0.21","$0.42","","2x","","","","C","Enchantment — Aura","3","{2}{G}","Green","""• If the target land is an illegal target by the time Gift of Paradise tries to resolve, it doesn’t resolve. It won’t enter the battlefield, so its enters-the-battlefield ability won’t trigger.""","466927","""Enchant land
When Gift of Paradise enters the battlefield, you gain 3 life.
Enchanted land has ""{T}: Add two mana of any one color.""""","0","0","0","USD","d6b4e2b7-2687-4ad1-99e4-0f8411b5f50d","192905","4120720","","Ryan Pancoast","m20"
"Infuriate","Infuriate","Core set 2020 (1/31/23)","Core Set 2020","M20","145","$0.20","$0.20","","1x","","","","C","Instant","1","{R}","Red","""""","466899","""Target creature gets +3/+2 until end of turn.""","0","0","0","USD","7ac778f6-8997-47ee-a676-3eb9f8d1592f","192538","4093239","","Caio Monteiro","m20"
"Island","Island","Core set 2020 (1/31/23)","Core Set 2020","M20","265","$0.55","$1.65","","3x","","","","C","Basic Land — Island","0","","Land","""""","467019","""({T}: Add {U}.)""","0","0","0","USD","fe7f4393-38f9-43b5-873b-58246183b874","192832","4112690","","John Avon","m20"
"Island","Island","Core set 2020 (1/31/23)","Core Set 2020","M20","266","$0.20","$0.60","","3x","","","","C","Basic Land — Island","0","","Land","""""","467020","""({T}: Add {U}.)""","0","0","0","USD","c8a516f8-861b-4c3b-9d9b-0adc04ec689f","192833","4112800","","Babyson Chen & Uzhen Lin","m20"
"Island","Island","Core set 2020 (1/31/23)","Core Set 2020","M20","267","$0.20","$0.20","","1x","","","","C","Basic Land — Island","0","","Land","""""","467021","""({T}: Add {U}.)""","0","0","0","USD","9db3bac6-81c9-4bb5-aca6-371cec8efa0d","192835","4113020","","Cliff Childs","m20"
"Island","Island","Core set 2020 (1/31/23)","Core Set 2020","M20","268","$0.20","$0.60","","3x","","","","C","Basic Land — Island","0","","Land","""""","467022","""({T}: Add {U}.)""","0","0","0","USD","f3448b8b-8baf-492a-a1d6-4bb676c43cab","192836","4113130","","Andreas Rocha","m20"
"Leafkin Druid","Leafkin Druid","Core set 2020 (1/31/23)","Core Set 2020","M20","178","$0.25","$0.75","","3x","","","","C","Creature — Elemental Druid","2","{1}{G}","Green","""""","466932","""{T}: Add {G}. If you control four or more creatures, add {G}{G} instead.""","0","3","0","USD","8968a942-72f6-42ad-ae9d-418a1dff0ab3","192651","4103510","","Filip Burburan","m20"
"Mind Rot","Mind Rot","Core set 2020 (1/31/23)","Core Set 2020","M20","108","$0.18","$0.18","","1x","","","","C","Sorcery","3","{2}{B}","Black","""""","466862","""Target player discards two cards.""","0","0","0","USD","b9de3feb-5f92-43eb-b5cf-00d2b511fe68","192884","4118410","","Seb McKinnon","m20"
"Moorland Inquisitor","Moorland Inquisitor","Core set 2020 (1/31/23)","Core Set 2020","M20","31","$0.18","$0.18","","1x","","","","C","Creature — Human Soldier","2","{1}{W}","White","""• Multiple instances of first strike on the same creature are redundant.""","466785","""{2}{W}: Moorland Inquisitor gains first strike until end of turn. (It deals combat damage before creatures without first strike.)""","2","2","0","USD","9d7b1446-7c9f-4b62-9877-e3d1060948aa","192864","4116210","","David Palumbo","m20"
"Mountain","Mountain","Core set 2020 (1/31/23)","Core Set 2019","M19","276","$0.19","$0.95","","5x","","","","C","Basic Land — Mountain","0","","Land","""""","447413","""({T}: Add {R}.)""","0","0","0","USD","bb4004c8-c3d9-494e-a257-6d8443cbf1b7","169368","3767396","","Andreas Rocha","m19"
"Mountain","Mountain","Core set 2020 (1/31/23)","Core Set 2020","M20","273","$1.00","$3.00","","3x","","","","C","Basic Land — Mountain","0","","Land","""""","467027","""({T}: Add {R}.)""","0","0","0","USD","399f7531-e137-463b-bec3-e86756b6ed71","192842","4113790","","Sam Burley","m20"
"Mountain","Mountain","Core set 2020 (1/31/23)","Core Set 2020","M20","274","$0.15","$0.45","","3x","","","","C","Basic Land — Mountain","0","","Land","""""","467028","""({T}: Add {R}.)""","0","0","0","USD","cbe67eb3-f10d-4f34-b4b0-fd00ee8cc325","192843","4113900","","Karl Kopinski","m20"
"Mountain","Mountain","Core set 2020 (1/31/23)","Core Set 2020","M20","275","$0.19","$0.19","","1x","","","","C","Basic Land — Mountain","0","","Land","""""","467029","""({T}: Add {R}.)""","0","0","0","USD","4cf7d0ad-8fe2-4065-89e3-c2ee04062695","192845","4114120","","Adam Paquette","m20"
"Murder","Murder","Core set 2020 (1/31/23)","Core Set 2020","M20","109","$0.24","$0.48","","2x","","","","C","Instant","3","{1}{B}{B}","Black","""""","466863","""Destroy target creature.""","0","0","0","USD","6a2b22bc-e81b-4f27-a52b-9f3edad25439","192684","4106480","","Allen Williams","m20"
"Negate","Negate","Core set 2020 (1/31/23)","Core Set 2020","M20","69","$0.25","$0.25","","1x","","","","C","Instant","2","{1}{U}","Blue","""• A “creature spell” is any spell with the type creature, even if it has other types such as artifact or enchantment. Older cards of type summon are also creature spells.""","466823","""Counter target noncreature spell.""","0","0","0","USD","33b83158-78b4-425e-8379-be3ef038295c","192505","4090418","","Magali Villeneuve","m20"
"Pacifism","Pacifism","Core set 2020 (1/31/23)","Core Set 2020","M20","32","$0.19","$0.38","","2x","","","","C","Enchantment — Aura","2","{1}{W}","White","""""","466786","""Enchant creature
Enchanted creature can't attack or block.""","0","0","0","USD","31279d7c-5246-40b2-a8c7-0be4a5f24a29","192569","4096054","","Jesper Ejsing","m20"
"Plains","Plains","Core set 2020 (1/31/23)","Core Set 2020","M20","261","$0.46","$1.38","","3x","","","","C","Basic Land — Plains","0","","Land","""""","467015","""({T}: Add {W}.)""","0","0","0","USD","73fb4a34-c11e-45e9-a986-43c0a0ae5424","192827","4112140","","John Avon","m20"
"Plains","Plains","Core set 2020 (1/31/23)","Core Set 2020","M20","262","$0.15","$0.60","","4x","","","","C","Basic Land — Plains","0","","Land","""""","467016","""({T}: Add {W}.)""","0","0","0","USD","e9495172-6fde-4aae-b47e-fc887440120e","192828","4112250","","Zoltan Boros & Gabor Szikszai","m20"
"Plains","Plains","Core set 2020 (1/31/23)","Core Set 2020","M20","263","$0.20","$0.60","","3x","","","","C","Basic Land — Plains","0","","Land","""""","467017","""({T}: Add {W}.)""","0","0","0","USD","8fd675c7-7dac-4ad1-9243-6d1eda0fa30c","192829","4112360","","Nils Hamm","m20"
"Plains","Plains","Core set 2020 (1/31/23)","Core Set 2020","M20","264","$0.15","$0.75","","5x","","","","C","Basic Land — Plains","0","","Land","""""","467018","""({T}: Add {W}.)""","0","0","0","USD","dfa01578-faf9-4694-86a0-c81f5b2a0dd8","192831","4112580","","Andreas Rocha","m20"
"Raise the Alarm","Raise the Alarm","Core set 2020 (1/31/23)","Core Set 2020","M20","34","$0.20","$0.40","","2x","","","","C","Instant","2","{1}{W}","White","""""","466788","""Create two 1/1 white Soldier creature tokens.""","0","0","0","USD","764a7a53-314e-4b1f-aa33-0f312d06df71","192614","4099974","","Zoltan Boros","m20"
"Reckless Air Strike","Reckless Air Strike","Core set 2020 (1/31/23)","Core Set 2020","M20","154","$0.19","$0.19","","1x","","","","C","Sorcery","1","{R}","Red","""""","466908","""Choose one —
• Reckless Air Strike deals 3 damage to target creature with flying.
• Destroy target artifact.""","0","0","0","USD","68391b41-4a17-4450-a8ac-0ce8406fe8c1","192601","4096299","","Jakub Kasper","m20"
"Shock","Shock","Core set 2020 (1/31/23)","Core Set 2020","M20","160","$0.20","$0.40","","2x","","","","C","Instant","1","{R}","Red","""""","466914","""Shock deals 2 damage to any target.""","0","0","0","USD","3c866bdb-ff94-4f3f-8429-e72c2cbb94ef","192914","4121710","","Jason Rainville","m20"
"Silverback Shaman","Silverback Shaman","Core set 2020 (1/31/23)","Core Set 2020","M20","195","$0.20","$0.40","","2x","","","","C","Creature — Ape Shaman","5","{3}{G}{G}","Green","""""","466949","""Trample
When Silverback Shaman dies, draw a card.""","5","4","0","USD","4e97e62e-4a77-4512-b5fa-400e01517e23","192545","4094009","","Mathias Kollros","m20"
"Swamp","Swamp","Core set 2020 (1/31/23)","Core Set 2020","M20","269","$0.56","$1.68","","3x","","","","C","Basic Land — Swamp","0","","Land","""""","467023","""({T}: Add {B}.)""","0","0","0","USD","184a196e-8604-49d2-a66a-6f7c0eafd5de","192838","4113350","","Mike Bierek","m20"
"Swamp","Swamp","Core set 2020 (1/31/23)","Core Set 2020","M20","270","$0.19","$0.38","","2x","","","","C","Basic Land — Swamp","0","","Land","""""","467024","""({T}: Add {B}.)""","0","0","0","USD","4f3a387a-4bc1-4338-9d1e-0fbcb6f03b82","192839","4113460","","Cliff Childs","m20"
"Swamp","Swamp","Core set 2020 (1/31/23)","Core Set 2020","M20","271","$0.20","$0.20","","1x","","","","C","Basic Land — Swamp","0","","Land","""""","467025","""({T}: Add {B}.)""","0","0","0","USD","a9023215-035f-4f12-9f75-04b995b5d24a","192840","4113570","","Jonas De Ro","m20"
"Tectonic Rift","Tectonic Rift","Core set 2020 (1/31/23)","Core Set 2020","M20","161","$0.19","$0.19","","1x","","","","C","Sorcery","4","{3}{R}","Red","""• If the target land is an illegal target by the time Tectonic Rift tries to resolve, the spell doesn’t resolve. Creatures without flying will be able to block as normal. If the target is legal but not destroyed (most likely because it has indestructible), creatures without flying will be unable to block.
• Because it doesn’t modify the characteristics of creatures, Tectonic Rift can affect creatures that enter the battlefield or lose flying after the spell resolves, and it will stop affecting creatures that gain flying.""","466915","""Destroy target land. Creatures without flying can't block this turn.""","0","0","0","USD","abf90bd1-fa00-4af6-aa76-bd6fca7b0ac4","192916","4121930","","John Avon","m20"
"Thicket Crasher","Thicket Crasher","Core set 2020 (1/31/23)","Core Set 2020","M20","196","$0.20","$0.20","","1x","","","","C","Creature — Elemental Rhino","4","{3}{G}","Green","""""","466950","""Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Other Elementals you control have trample.""","4","3","0","USD","534eb449-3f1c-46ec-a965-0f5812e2c93e","192653","4103730","","Mathias Kollros","m20"
"Unsummon","Unsummon","Core set 2020 (1/31/23)","Core Set 2020","M20","78","$0.24","$0.48","","2x","","","","C","Instant","1","{U}","Blue","""""","466832","""Return target creature to its owner's hand.""","0","0","0","USD","7a960516-3864-4a7a-8117-d25dec0dd665","192528","4092348","","Izzy","m20"
"Wind-Scarred Crag","Wind-Scarred Crag","Core set 2020 (1/31/23)","Core Set 2020","M20","260","$0.25","$0.25","","1x","","","","C","Land","0","","Land","""""","467014","""Wind-Scarred Crag enters the battlefield tapped.
When Wind-Scarred Crag enters the battlefield, you gain 1 life.
{T}: Add {R} or {W}.""","0","0","0","USD","91c0b1ba-fd3d-4f1c-9e8e-22280eeeff7d","192675","4105490","","Eytan Zana","m20"
"Winged Words","Winged Words","Core set 2020 (1/31/23)","Core Set 2020","M20","80","$0.25","$0.50","","2x","","","","C","Sorcery","3","{2}{U}","Blue","""• Once you announce that you’re casting Winged Words, no player may take actions until the spell has been paid for. Notably, opponents can’t try to change whether you control a creature with flying.
• Winged Words costs only {1} less to cast if you control multiple creatures with flying.""","466834","""This spell costs {1} less to cast if you control a creature with flying.
Draw two cards.""","0","0","0","USD","ff765065-b160-49b6-99ac-cd695bd0d903","192654","4103840","","Chris Seaman","m20"
"Wolfkin Bond","Wolfkin Bond","Core set 2020 (1/31/23)","Core Set 2020","M20","203","$0.19","$0.19","","1x","","","","C","Enchantment — Aura","5","{4}{G}","Green","""• You need a creature for Wolfkin Bond to target as you cast it. It can’t enter the battlefield attached to the Wolf token it will create.
• If the target creature is an illegal target by the time Wolfkin Bond tries to resolve, the spell doesn’t resolve. It won’t enter the battlefield, so its ability won’t trigger.""","466957","""Enchant creature
When Wolfkin Bond enters the battlefield, create a 2/2 green Wolf creature token.
Enchanted creature gets +2/+2.""","0","0","0","USD","2c419a2b-4389-49bc-91f1-a613ffcbfa0b","192632","4101320","","Lindsey Look","m20"
