Name,Name,List name,Edition,Edition code,Collector's number,Price,Price (total),Foil,QuantityX,Tag,Language,Condition,Rarity,Card Type,CMC,Mana Value,Color,Card Rulings,MultiverseID,Card Text,Power,Toughness,Loyalty,Currency,Scryfall ID,TCGPlayer productID,TCGPlayer Sku,Is Commander?,Artists,Edition code MTGO
"Clear Shot","Clear Shot","Midnight hunt 1/30/23","Innistrad: Midnight Hunt","MID","176","$0.25","$0.25","Foil","1x","","","","U","Instant","3","{2}{G}","Green","""• You can't cast Clear Shot unless you choose a creature you control and a creature you don't control as targets.
• As Clear Shot tries to resolve, if either creature is an illegal target, the creature you control won't deal damage. If the creature you control is a legal target but the other creature isn't, your creature will still get +1/+1.""","534962","""Target creature you control gets +1/+1 until end of turn. It deals damage equal to its power to target creature you don't control.""","0","0","0","USD","27476d9c-006d-4227-a5f2-49c7234b84a1","247876","5161942","","Craig J Spearing","mid"
"Contortionist Troupe","Contortionist Troupe","Midnight hunt 1/30/23","Innistrad: Midnight Hunt","MID","178","$0.20","$0.20","","1x","","","","U","Creature — Human","1","{X}{G}","Green","""• A creature has different power from another if their powers are different numbers. For example, a 1/1 creature and a 2/1 creature have different powers.
• For three creatures to have different powers from one another, each of their powers needs to be different. A 1/1 creature, a 2/1 creature, and another 2/1 creature aren't three creatures with different powers, even though both 2/1 creatures have different power than the 1/1 creature.
• Many coven abilities, such as that of Dawnhart Wardens above, are triggered abilities with intervening if clauses. You must control three or more creatures with different powers at the time the ability triggers and at the time the ability tries to resolve. They do not, however, need to be the same set of creatures in both cases.""","534964","""Contortionist Troupe enters the battlefield with X +1/+1 counters on it.
Coven — At the beginning of your end step, if you control three or more creatures with different powers, put a +1/+1 counter on target creature you control.""","0","0","0","USD","c81da535-04e4-4dc8-9e12-7b417aba2f39","247907","5162837","","Jesper Ejsing","mid"
"Corpse Cobble","Corpse Cobble","Midnight hunt 1/30/23","Innistrad: Midnight Hunt","MID","214","$0.24","$0.24","","1x","","","","U","Instant","2","{U}{B}","Blue/Black","""• You may choose to sacrifice no creatures to pay the additional cost. If you do, you'll create a 0/0 Zombie token. Unless something else is raising its toughness, the token will subsequently die, but any “enters the battlefield” or “dies” triggered abilities will still trigger.
• If you cast Corpse Cobble using flashback, you still pay its additional cost of sacrificing any number of creatures.
• “Flashback [cost]” means “You may cast this card from your graveyard by paying [cost] rather than paying its mana cost” and “If the flashback cost was paid, exile this card instead of putting it anywhere else any time it would leave the stack.”
• You must still follow any timing restrictions and permissions, including those based on the card's type. For instance, you can cast a sorcery using flashback only when you could normally cast a sorcery.
• To determine the total cost of a spell, start with the mana cost or alternative cost (such as a flashback cost) you're paying, add any cost increases, then apply any cost reductions. The mana value of the spell is determined only by its mana cost, no matter what the total cost to cast the spell was.
• A spell cast using flashback will always be exiled afterward, whether it resolves, is countered, or leaves the stack in some other way.
• You can cast a spell using flashback even if it was somehow put into your graveyard without having been cast.
• If a card with flashback is put into your graveyard during your turn, you can cast it if it's legal to do so before any other player can take any actions.""","535006","""As an additional cost to cast this spell, sacrifice any number of creatures.
Create an X/X blue and black Zombie creature token with menace, where X is the total power of the sacrificed creatures.
Flashback {3}{U}{B} (You may cast this card from your graveyard for its flashback cost and any additional costs. Then exile it.)""","0","0","0","USD","dfe4f48d-179a-47d7-aed6-9751dd2f7d8c","247995","5168311","","Ravenna Tran","mid"
"Covert Cutpurse // Covetous Geist","Covert Cutpurse // Covetous Geist","Midnight hunt 1/30/23","Innistrad: Midnight Hunt","MID","92","$0.20","$0.20","","1x","","","","U","Creature — Human Rogue","3","{2}{B}","Black","""• Disturb is found only on the front faces of some double-faced cards.
• “Disturb [cost]” means “You may cast this card transformed from your graveyard by paying [cost] rather than its mana cost.”
• When you cast a spell using a card's disturb ability, the card is put onto the stack with its back face up. The resulting spell has all the characteristics of that face.
• To determine the total cost of a spell, start with the mana cost or alternative cost (such as a disturb cost) you're paying, add any cost increases, then apply any cost reductions. The mana value of a spell cast using disturb is determined by the mana cost on the front face of the card, no matter what the total cost to cast the spell was. (This is a special rule that applies only to transforming double faced-cards, including ones with disturb.)
• A spell cast this way enters the battlefield with its back face up.
• If you copy a permanent spell cast this way (perhaps with a card like Double Major), the copy becomes a token that's a copy of the card's back face, even though it isn't itself a double-faced card.
• The back face of each card with disturb has an ability that instructs its controller to exile if it would be put into a graveyard from anywhere. This includes going to the graveyard from the stack, so if the spell is countered after you cast it using the disturb ability, it will be put into exile.""","534860","""When Covert Cutpurse enters the battlefield, destroy target creature you don't control that was dealt damage this turn.
Disturb {4}{B} (You may cast this card from your graveyard transformed for its disturb cost.)""","2","1","0","USD","5db99746-8aee-42b8-acb0-ed69933d0ff8","248053","5170506","","John Stanko","mid"
"Covetous Castaway // Ghostly Castigator","Covetous Castaway // Ghostly Castigator","Midnight hunt 1/30/23","Innistrad: Midnight Hunt","MID","45","$0.19","$0.19","","1x","","","","U","Creature — Human","2","{1}{U}","Blue","""• Disturb is found only on the front faces of some double-faced cards.
• “Disturb [cost]” means “You may cast this card transformed from your graveyard by paying [cost] rather than its mana cost.”
• When you cast a spell using a card's disturb ability, the card is put onto the stack with its back face up. The resulting spell has all the characteristics of that face.
• To determine the total cost of a spell, start with the mana cost or alternative cost (such as a disturb cost) you're paying, add any cost increases, then apply any cost reductions. The mana value of a spell cast using disturb is determined by the mana cost on the front face of the card, no matter what the total cost to cast the spell was. (This is a special rule that applies only to transforming double faced-cards, including ones with disturb.)
• A spell cast this way enters the battlefield with its back face up.
• If you copy a permanent spell cast this way (perhaps with a card like Double Major), the copy becomes a token that's a copy of the card's back face, even though it isn't itself a double-faced card.
• The back face of each card with disturb has an ability that instructs its controller to exile if it would be put into a graveyard from anywhere. This includes going to the graveyard from the stack, so if the spell is countered after you cast it using the disturb ability, it will be put into exile.""","534804","""When Covetous Castaway dies, mill three cards. (Put the top three cards of your library into your graveyard.)
Disturb {3}{U}{U} (You may cast this card from your graveyard transformed for its disturb cost.)""","1","3","0","USD","03a3ea4b-d292-4602-985f-7a7971ca73ec","248050","5170285","","Dan Scott","mid"
"Dawnhart Mentor","Dawnhart Mentor","Midnight hunt 1/30/23","Innistrad: Midnight Hunt","MID","179","$0.20","$0.20","","1x","","","","U","Creature — Human Warlock","3","{2}{G}","Green","""• A creature has different power from another if their powers are different numbers. For example, a 1/1 creature and a 2/1 creature have different powers.
• For three creatures to have different powers from one another, each of their powers needs to be different. A 1/1 creature, a 2/1 creature, and another 2/1 creature aren't three creatures with different powers, even though both 2/1 creatures have different power than the 1/1 creature.
• Many coven abilities, such as that of Dawnhart Wardens above, are triggered abilities with intervening if clauses. You must control three or more creatures with different powers at the time the ability triggers and at the time the ability tries to resolve. They do not, however, need to be the same set of creatures in both cases.""","534965","""When Dawnhart Mentor enters the battlefield, create a 1/1 white Human creature token.
Coven — {5}{G}: Target creature you control gets +3/+3 and gains trample until end of turn. Activate only if you control three or more creatures with different powers.""","0","4","0","USD","234a09dd-a202-4487-899f-348744143ba5","248143","5177345","","Fariba Khamseh","mid"
"Dawnhart Mentor","Dawnhart Mentor","Midnight hunt 1/30/23","Innistrad: Midnight Hunt","MID","300","$0.20","$0.40","","2x","","","","U","Creature — Human Warlock","3","{2}{G}","Green","""• A creature has different power from another if their powers are different numbers. For example, a 1/1 creature and a 2/1 creature have different powers.
• For three creatures to have different powers from one another, each of their powers needs to be different. A 1/1 creature, a 2/1 creature, and another 2/1 creature aren't three creatures with different powers, even though both 2/1 creatures have different power than the 1/1 creature.
• Many coven abilities, such as that of Dawnhart Wardens above, are triggered abilities with intervening if clauses. You must control three or more creatures with different powers at the time the ability triggers and at the time the ability tries to resolve. They do not, however, need to be the same set of creatures in both cases.""","0","""When Dawnhart Mentor enters the battlefield, create a 1/1 white Human creature token.
Coven — {5}{G}: Target creature you control gets +3/+3 and gains trample until end of turn. Activate only if you control three or more creatures with different powers.""","0","4","0","USD","ac558d9d-5c7d-4671-ae0b-94c099e1b111","248157","5178780","","Antonio Bravo","mid"
"Dawnhart Wardens","Dawnhart Wardens","Midnight hunt 1/30/23","Innistrad: Midnight Hunt","MID","308","$0.20","$0.40","","2x","","","","U","Creature — Human Warlock","3","{1}{G}{W}","White/Green","""• A creature has different power from another if their powers are different numbers. For example, a 1/1 creature and a 2/1 creature have different powers.
• For three creatures to have different powers from one another, each of their powers needs to be different. A 1/1 creature, a 2/1 creature, and another 2/1 creature aren't three creatures with different powers, even though both 2/1 creatures have different power than the 1/1 creature.
• Many coven abilities, such as that of Dawnhart Wardens above, are triggered abilities with intervening if clauses. You must control three or more creatures with different powers at the time the ability triggers and at the time the ability tries to resolve. They do not, however, need to be the same set of creatures in both cases.""","0","""Vigilance
Coven — At the beginning of combat on your turn, if you control three or more creatures with different powers, creatures you control get +1/+0 until end of turn.""","3","3","0","USD","54c410dc-123c-4431-9ccb-3f17e6555d68","248066","5171936","","Antonio Bravo","mid"
"Deathbonnet Sprout // Deathbonnet Hulk","Deathbonnet Sprout // Deathbonnet Hulk","Midnight hunt 1/30/23","Innistrad: Midnight Hunt","MID","181","$0.25","$0.25","","1x","","","","U","Creature — Fungus","1","{G}","Green","""""","534967","""At the beginning of your upkeep, mill a card. Then if there are three or more creature cards in your graveyard, transform Deathbonnet Sprout. (To mill a card, put the top card of your library into your graveyard.)""","1","1","0","USD","a2cda10b-7cd5-4cf5-87bd-c3b8c6aa2b47","248223","5182442","","Filip Burburan","mid"
"Defend the Celestus","Defend the Celestus","Midnight hunt 1/30/23","Innistrad: Midnight Hunt","MID","182","$0.20","$0.20","","1x","","","","U","Instant","4","{2}{G}{G}","Green","""• You decide how to distribute the counters as you cast Defend the Celestus. You must distribute at least one counter to each creature you target.
• If some, but not all, of the target creatures are illegal targets as Defend the Celestus resolves, the original distribution of counters remains the same. Counters that were to be put on the now-illegal targets are lost.""","534969","""Distribute three +1/+1 counters among one, two, or three target creatures you control.""","0","0","0","USD","c11e4420-06f3-48e2-91d1-a9199483add2","247985","5167211","","Andrey Kuzinskiy","mid"
"Delver of Secrets // Insectile Aberration","Delver of Secrets // Insectile Aberration","Midnight hunt 1/30/23","Innistrad: Midnight Hunt","MID","47","$0.40","$0.40","","1x","","","","U","Creature — Human Wizard","1","{U}","Blue","""• For more information on double-faced cards, see the Shadows over Innistrad mechanics article (http://magic.wizards.com/en/articles/archive/feature/shadows-over-innistrad-mechanics).
• You may reveal the card even if it's not an instant or sorcery. Whether or not you reveal it, the card stays on top of your library.""","534807","""At the beginning of your upkeep, look at the top card of your library. You may reveal that card. If an instant or sorcery card is revealed this way, transform Delver of Secrets.""","1","1","0","USD","abff6c81-65a4-48fa-ba8f-580f87b0344a","248082","5172844","","Matt Stewart","mid"
"Devoted Grafkeeper // Departed Soulkeeper","Devoted Grafkeeper // Departed Soulkeeper","Midnight hunt 1/30/23","Innistrad: Midnight Hunt","MID","218","$0.20","$0.20","","1x","","","","U","Creature — Human Peasant","2","{W}{U}","White/Blue","""• Disturb is found only on the front faces of some double-faced cards.
• “Disturb [cost]” means “You may cast this card transformed from your graveyard by paying [cost] rather than its mana cost.”
• When you cast a spell using a card's disturb ability, the card is put onto the stack with its back face up. The resulting spell has all the characteristics of that face.
• To determine the total cost of a spell, start with the mana cost or alternative cost (such as a disturb cost) you're paying, add any cost increases, then apply any cost reductions. The mana value of a spell cast using disturb is determined by the mana cost on the front face of the card, no matter what the total cost to cast the spell was. (This is a special rule that applies only to transforming double faced-cards, including ones with disturb.)
• A spell cast this way enters the battlefield with its back face up.
• If you copy a permanent spell cast this way (perhaps with a card like Double Major), the copy becomes a token that's a copy of the card's back face, even though it isn't itself a double-faced card.
• The back face of each card with disturb has an ability that instructs its controller to exile if it would be put into a graveyard from anywhere. This includes going to the graveyard from the stack, so if the spell is countered after you cast it using the disturb ability, it will be put into exile.""","535011","""When Devoted Grafkeeper enters the battlefield, mill two cards.
Whenever you cast a spell from your graveyard, tap target creature you don't control.
Disturb {1}{W}{U} (You may cast this card from your graveyard transformed for its disturb cost.)""","2","1","0","USD","965e6bd5-dc32-406c-bc99-ceb15be4d3f2","247911","5163277","","Raoul Vitale","mid"
"Diregraf Rebirth","Diregraf Rebirth","Midnight hunt 1/30/23","Innistrad: Midnight Hunt","MID","220","$0.25","$0.25","","1x","","","","U","Sorcery","5","{3}{B}{G}","Black/Green","""• “Flashback [cost]” means “You may cast this card from your graveyard by paying [cost] rather than paying its mana cost” and “If the flashback cost was paid, exile this card instead of putting it anywhere else any time it would leave the stack.”
• You must still follow any timing restrictions and permissions, including those based on the card's type. For instance, you can cast a sorcery using flashback only when you could normally cast a sorcery.
• To determine the total cost of a spell, start with the mana cost or alternative cost (such as a flashback cost) you're paying, add any cost increases, then apply any cost reductions. The mana value of the spell is determined only by its mana cost, no matter what the total cost to cast the spell was.
• A spell cast using flashback will always be exiled afterward, whether it resolves, is countered, or leaves the stack in some other way.
• You can cast a spell using flashback even if it was somehow put into your graveyard without having been cast.
• If a card with flashback is put into your graveyard during your turn, you can cast it if it's legal to do so before any other player can take any actions.""","535014","""This spell costs {1} less to cast for each creature that died this turn.
Return target creature card from your graveyard to the battlefield.
Flashback {5}{B}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)""","0","0","0","USD","b51ed1ea-661e-49c6-9751-1eb7bb651bb1","247973","5166101","","Irina Nordsol","mid"
"Dissipate","Dissipate","Midnight hunt 1/30/23","Innistrad: Midnight Hunt","MID","49","$0.24","$0.48","","2x","","","","U","Instant","3","{1}{U}{U}","Blue","""• The card does not go to the graveyard before being exiled.
• If the spell is not countered (because the spell it targets can't be countered), then it does not get exiled.""","534810","""Counter target spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.""","0","0","0","USD","4689b3f2-e4b7-448e-b3d4-ab33194aafb2","247900","5162487","","David Palumbo","mid"
"Dreadhound","Dreadhound","Midnight hunt 1/30/23","Innistrad: Midnight Hunt","MID","97","$0.25","$0.25","","1x","","","","U","Creature — Demon Dog","6","{4}{B}{B}","Black","""""","534867","""When Dreadhound enters the battlefield, mill three cards. (Put the top three cards of your library into your graveyard.)
Whenever a creature dies or a creature card is put into a graveyard from a library, each opponent loses 1 life.""","6","6","0","USD","27fd571b-8316-4c60-a042-8bcf4816b126","248200","5180935","","Joe Slucher","mid"
"Dryad's Revival","Dryad's Revival","Midnight hunt 1/30/23","Innistrad: Midnight Hunt","MID","183","$0.25","$0.25","","1x","","","","U","Sorcery","3","{2}{G}","Green","""• “Flashback [cost]” means “You may cast this card from your graveyard by paying [cost] rather than paying its mana cost” and “If the flashback cost was paid, exile this card instead of putting it anywhere else any time it would leave the stack.”
• You must still follow any timing restrictions and permissions, including those based on the card's type. For instance, you can cast a sorcery using flashback only when you could normally cast a sorcery.
• To determine the total cost of a spell, start with the mana cost or alternative cost (such as a flashback cost) you're paying, add any cost increases, then apply any cost reductions. The mana value of the spell is determined only by its mana cost, no matter what the total cost to cast the spell was.
• A spell cast using flashback will always be exiled afterward, whether it resolves, is countered, or leaves the stack in some other way.
• You can cast a spell using flashback even if it was somehow put into your graveyard without having been cast.
• If a card with flashback is put into your graveyard during your turn, you can cast it if it's legal to do so before any other player can take any actions.""","534970","""Return target card from your graveyard to your hand.
Flashback {4}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)""","0","0","0","USD","5c0aa3eb-0aa8-42da-b437-a3f336df585d","248144","5177455","","Mila Pesic","mid"
"Fading Hope","Fading Hope","Midnight hunt 1/30/23","Innistrad: Midnight Hunt","MID","51","$0.99","$1.98","","2x","","","","U","Instant","1","{U}","Blue","""""","534812","""Return target creature to its owner's hand. If its mana value was 3 or less, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)""","0","0","0","USD","c2fb1fff-12be-4bd5-8dba-c36e84d49651","248204","5181060","","Rovina Cai","mid"
